an_vec_0,an_vec_1,an_vec_2,an_vec_3,an_vec_4,an_vec_5,an_vec_6,an_vec_7,an_vec_8,an_vec_9,an_vec_10,an_vec_11,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,fill_r,fill_g,fill_b,svg_fill_r,svg_fill_g,svg_fill_b,diff_fill_r,diff_fill_g,diff_fill_b,rel_height,rel_width,rel_x_position,rel_y_position,rel_x_position_to_animations,rel_y_position_to_animations,nr_paths_svg,rating_0,rating_1,rating_2,rating_3
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.8444218515250481,0.7579544029403025,-2.1602633734195713,0.4450695433193084,-0.3681920781581066,0.2103115375949246,0.8381545729059009,-1.017779261489763,2.1813431813865063,-0.35290730746762733,-0.03901875893172965,-0.6908165655003248,-0.8948207614026107,-0.7838362957975652,-0.591347313266411,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,-0.4202969781067303,-0.2536397381498236,-0.12240343478580391,-0.9218210366399456,-0.8611894884897436,-1.5662566174197978,-1.8815789971849113,-1.8538962720697163,-1.9861929679487675,0.035162753625881386,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35454239433146767,0.6377392207693128,1.5588713108908567,-1.288921046763067,-0.3189903895886514,1.6671007537510671,0.4328015026662231,-0.19571307197256696,-0.3461525553855633,-0.009741415669643977,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.09441349229953476,0.618455901481501,0.4129171509938292,0.7909240500700762,0.002356626940729141,0.37745057232201984,0.035162753625881386,1,1,1,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4908027014320973,0.5012533717019781,1.7527316388513368,-1.2657633932950692,-0.20912847678030574,1.7064324859319795,0.5090807905647031,-0.20054017709449806,-0.25764839847068116,0.023684940217332258,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.0944715574037727,0.618455901481501,0.4129171509938292,1.0827211122615927,0.002356626940729141,0.6355248303953225,0.035162753625881386,1,1,1,0
1,0,0,0,0,0,0.13436424411240122,0.8474337369372327,-1.0,-1.0,-1.0,-1.0,-2.1602633734195713,0.4450695433193084,-0.3681920781581066,0.2103115375949246,0.8381545729059009,-1.017779261489763,2.1813431813865063,-0.35290730746762733,-0.03901875893172965,-0.6908165655003248,-0.8948207614026107,-0.7838362957975652,-0.591347313266411,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,-0.4202969781067303,-0.2536397381498236,-0.12240343478580391,-0.9218210366399456,-0.8611894884897436,-1.5662566174197978,-1.8815789971849113,-1.8538962720697163,-1.9861929679487675,0.035162753625881386,0,0,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.763774618976614,-1.0,-1.0,0.35454239433146767,0.6377392207693128,1.5588713108908567,-1.288921046763067,-0.3189903895886514,1.6671007537510671,0.4328015026662231,-0.19571307197256696,-0.3461525553855633,-0.009741415669643977,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.09441349229953476,0.618455901481501,0.4129171509938292,0.7909240500700762,0.002356626940729141,0.37745057232201984,0.035162753625881386,1,1,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.2550690257394217,-1.0,-1.0,0.4908027014320973,0.5012533717019781,1.7527316388513368,-1.2657633932950692,-0.20912847678030574,1.7064324859319795,0.5090807905647031,-0.20054017709449806,-0.25764839847068116,0.023684940217332258,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.0944715574037727,0.618455901481501,0.4129171509938292,1.0827211122615927,0.002356626940729141,0.6355248303953225,0.035162753625881386,1,1,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.9560342718892494,0.9478274870593494,0.35454239433146767,0.6377392207693128,1.5588713108908567,-1.288921046763067,-0.3189903895886514,1.6671007537510671,0.4328015026662231,-0.19571307197256696,-0.3461525553855633,-0.009741415669643977,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.09441349229953476,0.618455901481501,0.4129171509938292,0.7909240500700762,0.002356626940729141,0.37745057232201984,0.035162753625881386,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.05655136772680869,-1.0,-1.0,-1.0,0.4908027014320973,0.5012533717019781,1.7527316388513368,-1.2657633932950692,-0.20912847678030574,1.7064324859319795,0.5090807905647031,-0.20054017709449806,-0.25764839847068116,0.023684940217332258,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.0944715574037727,0.618455901481501,0.4129171509938292,1.0827211122615927,0.002356626940729141,0.6355248303953225,0.035162753625881386,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.23796462709189137,-1.0,-1.0,-1.0,-2.1602633734195713,0.4450695433193084,-0.3681920781581066,0.2103115375949246,0.8381545729059009,-1.017779261489763,2.1813431813865063,-0.35290730746762733,-0.03901875893172965,-0.6908165655003248,-0.8948207614026107,-0.7838362957975652,-0.591347313266411,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,-0.4202969781067303,-0.2536397381498236,-0.12240343478580391,-0.9218210366399456,-0.8611894884897436,-1.5662566174197978,-1.8815789971849113,-1.8538962720697163,-1.9861929679487675,0.035162753625881386,1,1,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.5442292252959519,-1.0,-1.0,0.35454239433146767,0.6377392207693128,1.5588713108908567,-1.288921046763067,-0.3189903895886514,1.6671007537510671,0.4328015026662231,-0.19571307197256696,-0.3461525553855633,-0.009741415669643977,0.13898820842732582,0.44312965561535683,0.5826774406594661,-0.6960817633250183,-0.7385282645187498,-0.6718221285715509,0.7107208672095605,1.0936093691980262,1.2580012781752967,0.09441349229953476,0.618455901481501,0.4129171509938292,0.7909240500700762,0.002356626940729141,0.37745057232201984,0.035162753625881386,1,0,0,0
