filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg,animated,animated_animation_ids,rel_position_to_animations,rel_x_position_to_animations,rel_y_position_to_animations
logo_162,12,0.20101361348427452,-0.9689734126517054,-0.3115450126801605,-1.09492458630629,0.24668226058193238,-1.2459178908666464,-0.3714735271082287,0.33593112651734996,0.28229156739881134,0.10608185179508517,0,1.0,1.0,0.04237054769555604,0.328459940530037,0.46198330707830115,157,157,156,0.3946225810771243,-0.27036287010780274,0.5771268226183766,-0.11371349852930514,0.7031774521596816,-0.05643950240743335,24.0,133.0,27.071428571428573,129.92857142857142,32.857142857142854,123.14285714285714,-1.0323202222739047,-0.7849656920444437,-0.028490387817275205,-1.6311370836424084,-0.5224210546172603,1,"[13, 12]","(0.9811229841632624, 0.10110537844888261)",1.9059935947588045,-1.7266449390526482
logo_163,14,1.181625345860185,1.7039945002187853,-0.7073068002412374,-0.02129065805315994,0.7618834286267809,0.7849568554326265,-1.389772709656895,-1.0887424041078169,2.3555080317982684,-1.5470917532277724,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,-0.05178624687387485,1.1481614857786022,2.011660052214215,-0.4696684178820909,-0.4666626737929461,1,"[14, 13]","(0.8579141555909481, 0.41206589492431)",1.4169628749287748,-0.35836106333094003
logo_163,13,0.787695728559626,0.7550968015614259,0.048062566371822484,0.07374397695814575,-0.6636037362890667,-0.5401952601283171,-0.9455590193833276,-0.4527616199759114,1.6386998318438224,-1.2317361210981346,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,-0.05178624687387316,1.149562519559364,0.9116368336789061,0.22141030238805343,-0.4666626737929461,1,"[14, 13]","(0.5519515980830295, 0.58769124908929)",0.20256053482929406,0.41442302834600386
logo_164,13,-0.7334798506815738,-0.4219805755734226,1.0050469095937828,0.3971825002902785,-0.8000532399280562,-0.4366665974349274,-0.8141010372833494,-0.548625775705995,1.8840630637335123,-1.1212108535691665,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,0.15446840686495275,0.7978466522642991,-1.0979651040282237,-0.12045323934926601,-0.4666626737929461,1,"[13, 14]","(0.240774666802867, 0.5877015448964448)",-1.0325382844823614,0.41446833180470993
logo_164,14,-0.09064174966270902,0.6068304574769469,-0.28487343830221984,0.24951880619323288,-0.4240988391911817,1.0428639997119158,-1.079767476039156,-1.7112614086366356,2.6485957843418872,-1.176453272578818,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,0.15444847301210735,0.7967687843087268,0.21874419040547083,-0.7093492206530413,-0.4666626737929461,1,"[13, 14]","(0.759229163461919, 0.4120792012413142)",1.0252702235458027,-0.3583025130712208
logo_165,1,0.0016314078636969658,-0.17357501586017884,0.47431834470347517,0.29443038343325584,-0.7731500420069547,0.2264012849055601,-0.9179132500030847,-1.5000855908502324,2.7281536018906025,-1.10044604244266,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,-0.07615589772598458,2.1501484949639207,-0.19610792619503134,0.2137750620849789,-0.4666626737929461,1,"[1, 0]","(0.7520507527713681, 0.46328269219028856)",0.9967782446193468,-0.13299766781225567
logo_165,0,0.0020545892997188386,-1.930623000194356,1.6147161611840524,0.5173582849394044,-0.06760436714805396,-0.38813110536072554,-0.016367721350603354,0.9176266447099348,0.702411967131569,-0.6715333016098913,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,0.08449997739243738,-0.15125087327896686,-1.1321094604508435,2.1488814093958766,-0.4666626737929461,1,"[1, 0]","(0.2869094958084232, 0.8522361615608204)",-0.8494235767195109,1.57846964828918
logo_166,14,0.22831748221918235,1.7241031570720047,-0.47565299458945637,0.21149355652647897,-0.08954284085208497,1.231539188086917,-1.0615136891740868,-1.4065050123075575,2.939912744089783,-1.472376448486345,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,0.9893627121208244,0.7093197732456653,1.5035828892286016,-0.7689971560980445,-0.4666626737929461,1,"[14, 13]","(0.7592326871605282, 0.4120742344822002)",1.0252842095311192,-0.3583243677313792
logo_166,13,-0.49895941333894694,0.46689895601883863,0.6851990715672445,0.46951402278308774,-0.9431655880619497,-0.8436687245177371,-0.978546225396973,-0.8188589369894459,1.960361818353738,-1.0571719157848851,0,1.0,1.0,-0.8465119310367258,0.43166268410682485,-0.7888468045810446,0,0,0,-0.9183305102796705,-0.1890725354310866,0.5419673104137833,0.028506122415470056,-1.0209165928234794,-0.05693096825984514,0.0,0.0,0.0,0.0,0.0,0.0,0.9894192663654232,0.7104145705091709,-0.6905119146815129,-0.20552689598449636,-0.4666626737929461,1,"[14, 13]","(0.24077383424064175, 0.5876930238206068)",-1.032541589022377,0.41443083749255416
logo_167,13,-0.40525174232032246,0.21589263510495132,0.48315652949581206,0.5061566295921242,-1.1098011750230126,-1.0048344649476382,-0.928489590355726,-0.48642815102601916,1.541815309698107,-1.0535430985891776,0,1.0,1.0,-0.1508647737679835,0.6610021142774645,-0.9973184898576022,0,0,0,0.5339690176598029,-0.5936052032359983,1.3029756216449964,-0.3451876233648546,-0.40675491618813464,-0.8257755402801965,0.0,0.0,0.0,0.0,0.0,0.0,0.3630408371897258,0.34978566147160745,-0.36138252284351,-0.18291675152102704,-0.41090429296863196,1,"[13, 14, 15]","(0.31854624710559715, 0.38354823346797673)",-0.7238534902312679,-0.48384405643329653
