filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg
logo_100,10,16.752708,-6.989428,1.75058,1.9155446,0.09495644,-1.1504623,-0.93914044,-0.95858824,-1.4067696,0.06717773,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.04238618524332804,0.10988622712175816,0.4940733423879489,0.943113560879089,22
logo_100,1,2.0725815,-11.86346,8.745826,-1.9290129,1.6424117,-0.13929704,1.8524925,0.033240866,0.38289484,0.05183411,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.036318416735752194,0.10988622712175816,0.018159208367876097,0.943113560879089,22
logo_100,11,14.75415,-3.675702,2.2170892,-4.750811,2.3427796,0.008628484,-0.9433576,-0.10989554,-0.34087434,-0.21526432,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.012894008078598768,0.10992156031375869,0.5312913410826732,0.9431312274750893,22
logo_100,0,9.84659,2.0826755,-8.608974,12.018068,5.810157,3.848711,-0.44847953,-3.8419948,-0.26696515,1.9957464,0,1.0,1.0,0,68,148,0,0,0,0.0,0.0,3.090909090909091,64.9090909090909,6.7272727272727275,141.27272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.34662127599527326,0.7715709137163445,0.4977422256715996,0.3857854568581722,22
logo_100,12,18.440424,-4.813563,1.1533314,0.55129087,0.48737168,-0.39903614,-0.8775029,-0.6859643,-1.2824925,-0.122515365,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.042544935000793746,0.10992156031375869,0.5730866244509902,0.9431312274750893,22
logo_100,13,20.227884,-3.749371,0.25062695,1.6541737,0.55854523,-0.93968874,-1.0054923,-1.1070049,-1.423546,0.04688712,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.03261425572822032,0.10992156031375849,0.6247243927821775,0.943131227475089,22
logo_100,14,21.737268,-2.9310896,-0.87999177,0.6675835,0.14630425,-1.3915421,-0.08327317,0.060199168,0.61764836,0.049759384,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.03481911347079967,0.11366687866581862,0.6690949499938261,0.9431665606670896,22
logo_100,15,18.059744,-0.15287983,0.77206296,-5.056886,2.991692,0.0865957,-1.0516644,-0.111376844,-0.3144378,-0.29824653,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.012894008078598768,0.10992156031375869,0.7057573245374206,0.9431312274750893,22
logo_100,16,20.224312,0.37302825,-0.22585393,-4.988653,2.8838432,-0.35462704,0.9205541,0.7605561,1.2114824,0.68294746,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.04661951210907872,0.11370221185782016,0.7482317040904518,0.9431488940710899,22
logo_100,17,22.067263,1.3308942,-0.08406248,-2.412057,1.9577279,0.37148574,-0.79614264,-0.8138179,-0.51097155,-0.20367542,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0310620358774452,0.10992156031375869,0.7998253752667875,0.9431312274750893,22
logo_100,19,25.459383,4.4958067,-2.6185927,1.8909501,2.6495843,-0.31368408,-0.07557691,0.45802632,0.6573659,-0.1364137,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.04434409891873833,0.11370221185781976,0.904397368281798,0.9431135608790886,22
logo_100,18,21.831408,3.47,-0.71046174,-4.884549,3.569425,-0.054243885,1.0503227,0.6598585,0.87890005,0.60820717,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.04661951210907982,0.11370221185782016,0.8477678020214133,0.9431488940710899,22
logo_100,20,21.36358,6.072963,0.16957298,-5.198837,4.5236144,0.7696093,-0.9058028,-0.0877269,-0.25969067,-0.45415255,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.012894008078598668,0.10992156031375869,0.9466336231986311,0.9431312274750893,22
logo_100,2,3.5329986,-13.104265,7.5022326,1.2482375,1.7016333,-1.2127995,3.5561101,-0.4196235,-0.38196424,-1.7188003,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.03924646781789639,0.10992156031375849,0.06724816114864267,0.943131227475089,22
logo_100,21,25.308527,7.2337303,-0.9023345,0.6596869,4.3039327,0.26952937,-0.79965496,-1.7687938,-0.5343405,-0.20766038,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.032614255728220624,0.10992156031375849,0.9836928721358896,0.943131227475089,22
logo_100,3,4.652503,-10.031352,7.4539795,-2.9652352,2.3213441,-0.13242777,1.0225765,-0.5697271,-0.65222824,0.06772852,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.049988534739738584,0.10992156031375869,0.11848023565519547,0.9431312274750893,22
logo_100,4,7.583424,-12.93775,5.800326,3.7606745,0.021976491,-0.4900897,-0.58677804,-0.503298,-0.9765929,0.14596254,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.046937011624010025,0.10992156031375869,0.17188189018044553,0.9431312274750893,22
logo_100,5,7.0981665,-8.470848,5.9133363,-3.980468,2.0943837,0.124129795,-0.90718096,0.07311606,-0.31059408,-0.27827585,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.012894008078598768,0.10992156031375869,0.21148113523715442,0.9431312274750893,22
logo_100,6,9.77674,-12.890828,4.3908505,1.9775589,-0.6233446,-0.98801893,0.11942935,0.10588904,0.47839242,0.2754492,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.03483675233273943,0.11366687866581862,0.24816996807365985,0.9431665606670896,22
logo_100,7,11.483065,-10.822568,3.9886646,1.4090446,-0.007245181,-0.628084,-0.74978286,-1.2139798,-1.0427569,0.20293862,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.030427036847582585,0.10992156031375869,0.3179669447727232,0.9431312274750893,22
logo_100,8,10.862717,-7.460242,3.863739,-1.5564281,1.0217192,-0.95625365,-0.14190143,0.3856225,-0.13210726,2.108622,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.04025188294851219,0.14140343438626285,0.36408374931649395,0.9292629496148678,22
logo_101,0,9.014927,-1.507265,-6.320758,-1.8625474,-4.7767525,2.3256118,0.75140965,-0.39905152,0.0779824,0.2925295,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.13276418605471563,0.46348432227394804,0.49968779214365067,0.23176679228552438,27
logo_100,9,14.007326,-9.099301,2.4216976,0.15763292,0.94611377,-1.8406135,3.6063063,-0.25994846,-0.5624685,-1.3107777,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.7272727272727275,-6.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.039246467817896376,0.10992156031375849,0.4175735981514471,0.943131227475089,22
logo_101,1,2.9915526,-3.3686135,-2.761474,-4.433808,-0.71805876,-2.1118898,-0.89254725,1.1286148,0.6251197,-0.40478295,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0531088494170358,0.185404812926427,0.30726103751785927,0.0927024064632135,27
logo_101,11,3.6014185,-12.894251,3.2077205,3.0481975,-1.0450866,0.011062033,-0.32695675,-0.7513725,-0.059967518,0.103010945,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.030257703772952546,0.2132010640656182,0.14119556206233566,0.826033276681692,27
logo_101,10,1.2567264,-10.172109,5.1514764,-3.8006904,1.0523344,-0.5754369,1.2727411,0.7225585,0.7987672,0.87089807,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.04150776991868483,0.16090297790586114,0.0945513555465401,0.8521761619744328,27
logo_101,13,5.850855,-11.675403,1.8927637,1.6384845,-0.9573805,0.43479365,-0.2983034,-0.7685798,0.35482106,-0.02592982,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.024343393364260356,0.23296756077735914,0.22367047078122507,0.8127940343358209,27
logo_101,12,4.048148,-12.243077,2.9195428,0.9133115,-0.76849735,-1.7725515,1.7618037,-0.1566114,0.24122487,0.21687847,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.03801527525444068,0.16090913569299825,0.18376695535604026,0.8521792408680012,27
logo_101,14,8.854051,-10.600105,-0.65606165,4.3539314,-2.2429035,-0.99225944,-0.05967672,0.12653671,0.5390433,0.12323019,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.05886264618206847,0.22996871844134095,0.30891203499550196,0.8176432917066924,27
logo_101,15,8.844988,-7.1801972,0.6043494,-4.6483693,0.34718823,-1.0296571,1.2491449,0.57993394,0.8067248,1.1492679,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.041507769918685294,0.16090297790586114,0.3686980756001619,0.8521761619744328,27
logo_101,17,11.920902,-5.8099937,-1.5840619,-1.7017168,0.4450262,-1.010586,3.0649405,-0.70952684,-0.20726474,-0.9864459,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.04771312154939763,0.23632971255449628,0.4576226341876421,0.8144751102243896,27
logo_101,16,11.626229,-7.8884373,-1.0952038,0.9787437,-1.1891705,0.23766175,-0.4331144,-0.9965525,0.35004738,-0.09879737,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.024341629478066083,0.23296756077735914,0.41199619000582055,0.8127940343358209,27
logo_101,2,4.893246,-5.0003815,-1.1695944,-4.334641,-0.37226903,-2.0457666,-0.7407691,1.0525278,0.91318196,-0.37463337,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0531088494170358,0.18541097071356455,0.30726103751785927,0.37082809921426646,27
logo_101,20,17.693977,-2.4573114,-3.7499251,-0.5029542,-0.5420769,-2.3826835,1.4936725,-0.17424919,0.047488958,0.101456225,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.03801351136824678,0.16090913569299825,0.6181142292699273,0.8521792408680012,27
logo_101,18,14.621368,-5.5677776,-2.5670836,-0.22682035,-0.9078945,-2.210994,1.6369882,-0.30247024,0.14243327,0.23266116,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0380152752544405,0.16090913569299825,0.508921736369569,0.8521792408680012,27
logo_101,19,17.093077,-5.312826,-4.627306,6.096627,-1.0971448,0.052291196,0.28554356,0.97702646,-0.5647586,0.4824031,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.05217751750657048,0.15754698391586075,0.5636136736457761,0.8505043227665702,27
logo_101,24,20.117743,5.7666636,-3.4154606,-5.610031,2.6988306,-0.35548168,0.84708554,0.713143,0.8791506,0.5466218,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.04150776991868559,0.1609029789930372,0.8702467676785486,0.8521761625180209,27
logo_101,21,19.705252,-2.063512,-4.761531,2.1406207,-0.78065467,-1.0289536,-0.17547044,0.29095948,0.15638839,0.004531712,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.03568870936447179,0.1575531417029979,0.6640811034872026,0.8505074016601393,27
logo_101,23,22.719498,2.3271317,-6.6360836,5.1591015,0.6781681,0.3276636,0.34781244,1.3001066,-0.20578271,0.31947884,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.05217222584798892,0.15754698391586075,0.813708923500255,0.8505043227665702,27
logo_101,22,20.294418,0.54583305,-7.3862114,8.15841,2.290798,0.306812,-0.3142473,1.2287731,-0.8547482,0.5716082,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.05983807524738547,0.22325057267420415,0.7508228529095301,0.8176525283873988,27
logo_101,3,5.0075583,-1.7882068,-3.992788,-4.635304,-0.73816174,-2.261265,-0.9439266,1.0604169,0.6183173,-0.42191178,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.05310532164464756,0.185404812926427,0.38678937434956673,0.0927024064632135,27
logo_101,25,22.685934,7.297158,-4.119052,-1.5133392,3.3116505,-0.41790655,3.4562087,-0.8718936,-0.12112624,-1.7975721,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.046839997883336856,0.228275326978497,0.9238256927663019,0.8858623365107516,27
logo_101,4,6.9383864,-3.4047332,-2.4316485,-4.529733,-0.3431289,-2.1436718,-0.7499226,1.0056189,0.9461384,-0.368154,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.05310532164464756,0.18541097071356455,0.38678937434956673,0.37082809921426646,27
logo_101,26,24.312836,8.975322,-5.50012,1.0132726,2.2542353,-0.013454581,0.031120235,-0.24885564,0.6404353,0.055759937,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.039375231510063516,0.23296756077735994,0.9803123842449682,0.8127940343358209,27
logo_101,6,15.040868,3.3169737,-5.1870813,-5.404853,0.528028,-1.9617324,-0.71342975,1.0063429,0.76043814,-0.38077176,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.033192810399873054,0.11587108166395226,0.7021625244739206,0.4056657793975865,27
logo_101,5,12.499361,5.3237033,-7.1386857,-5.5253744,0.00741215,-2.1386178,-0.9307607,1.0941426,0.4593619,-0.4708335,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.033192810399873054,0.11587723835562452,0.7021625244739206,0.05812335279194074,27
logo_101,8,12.728758,0.73018295,-4.6185565,-5.1896152,0.041982587,-2.1545117,-0.6662818,1.0420619,0.6601618,-0.28884137,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.03318928262748491,0.11587108056848723,0.6026123154534067,0.40566577994531905,27
logo_101,7,10.095729,2.8099825,-6.6769795,-5.3518033,-0.5315829,-2.176839,-0.88140583,1.1000701,0.3012292,-0.3852553,0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.666666666666664,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.03318928262748491,0.11587723835562452,0.6026123154534067,0.05812335279194074,27
logo_102,1,9.328401,1.462507,-3.9164526,-2.1015954,1.6370484,5.1714644,-0.44949195,1.8696485,3.2984898,-1.594105,0,1.0,1.0,255,255,255,0,0,0,54.91304347826087,200.08695652173913,46.30434782608695,208.69565217391306,23.217391304347824,231.7826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.2999474873691895,0.6225949015757243,0.500358447991885,0.38926876070280747,23
logo_102,0,7.3278246,3.2642212,-0.34716687,-4.768281,-6.3137026,6.570425,2.5684357,-0.97883934,1.5403842,0.8924219,0,1.0,1.0,251,185,8,0,0,0,54.91304347826087,196.08695652173913,46.30434782608695,138.69565217391306,23.217391304347824,-15.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.37493301503151716,0.7782547875178565,0.5003575518719048,0.3891273937589282,23
logo_101,9,1.1817614,-13.268337,2.6692739,10.326577,1.8965281,1.8367524,0.10746604,0.57533646,-0.49337274,0.4694836,0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.666666666666664,-61.666666666666664,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.06361808336126158,0.2232444148870663,0.03180904168063079,0.8176494494938299,27
logo_102,10,12.05092,-12.031484,2.293173,4.7056637,-0.4868138,-0.4666534,0.28192094,0.6604744,0.54393244,0.2812319,0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.048166448909511654,0.11299311016969533,0.31017490469764025,0.9434104398876757,23
logo_102,11,11.15301,-8.619551,3.1707067,-4.2361217,1.3302892,-0.4675776,1.322349,0.5895141,1.1002669,1.0619072,0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.04332560877910839,0.11299683035242912,0.3650523961352139,0.9434122999790425,23
logo_102,12,14.986226,-10.333583,1.3471695,4.4301715,-0.8416893,-0.6032855,0.39807683,0.42654306,0.06092718,0.45480773,0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.038882645919696944,0.10968958790219802,0.4157593451872085,0.9434104398876755,23
logo_102,14,17.814064,-7.79005,-1.3941073,7.4547677,1.2570411,0.42511567,0.1594186,0.99931777,-0.10274786,0.6373453,0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.03912101383430031,0.10969330808493138,0.5189699638505201,0.9434122999790421,23
logo_102,13,15.300745,-8.276088,1.3950996,0.28704768,0.61003447,-0.65019155,1.8733817,-0.445876,0.59789485,0.048471887,0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.046501457987206944,0.10969330808493201,0.46655411399721497,0.9434122999790425,23
logo_102,15,19.261011,-6.2040167,-1.1541046,5.7494845,0.39055464,-0.39771947,0.1963283,1.2129713,-0.76850706,0.45667464,0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.05229218529610487,0.10969330808493159,0.5736467244126383,0.9434122999790423,23
