filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,rel_width,rel_height
L_Braumann_01,70,-13.853922,2.818076,-2.581895,1.9058429,1.141658,-0.7122206,0.13551188,-0.0068220478,0.51809484,-0.00780791,-0.12163823,-0.40796846,0.11968365,0.030758154,-0.17776707,0,1.0,1.0,0,144,54,0,0,0,0.022528931891481693,0.10037731661302858
L_Braumann_01,71,-13.76613,-0.2805725,-1.6335216,0.94236887,0.47399905,-0.34212252,0.011348043,0.36245596,-0.12700601,0.1757482,-0.084468044,-0.00036680864,0.10618609,-3.9545852e-05,-0.040313713,0,1.0,1.0,0,144,54,0,0,0,0.005264655663062041,0.06042614582177342
L_Braumann_01,73,-10.791628,-1.7636156,-2.3626745,-0.93051034,0.1891976,-0.29358074,-0.34821472,0.43276423,-0.1947065,0.19494116,-0.16649795,0.12858132,-0.18058032,-0.011288309,-0.05328191,0,1.0,1.0,0,144,54,0,0,0,0.005106557895402521,0.034124958384197136
L_Braumann_01,72,-5.291049,0.7739185,-1.2181113,-2.17892,-1.1232796,-0.86556375,-0.17766501,-0.68702984,0.44337967,0.15810445,-0.035925765,0.07306989,-0.17984375,0.1239705,0.09064668,0,1.0,1.0,0,144,54,0,0,0,0.004142161512679442,0.05354566640772389
L_Braumann_01,74,-8.613004,3.484501,0.34161407,-0.988815,-0.966076,-1.0669388,0.21272956,-0.27148136,0.2446614,0.16057406,-0.025841037,0.0025206339,-0.18777329,0.12397454,0.1889519,0,1.0,1.0,0,144,54,0,0,0,0.005122367672168471,0.033403617800466134
L_Braumann_01,75,-13.15751,-3.6365986,-2.7825897,1.3324515,-0.024338976,-0.63956285,0.16000713,-0.32519785,0.0048042065,0.06537126,-0.17122105,0.04369103,0.45514187,0.12933683,0.047185566,0,1.0,1.0,0,144,54,0,0,0,0.004142161512679442,0.0535456664077239
L_Braumann_01,76,-14.711228,0.06503022,-1.0780153,2.2291002,-0.021326624,-0.8274461,0.55468863,-0.07998842,0.017199611,0.02356741,-0.0095757665,-0.14455776,0.31705815,0.09889197,0.10201931,0,1.0,1.0,0,144,54,0,0,0,0.013280212483399738,0.010986571967595164
L_Braumann_01,77,-15.937457,2.9782536,-0.34581137,3.224755,0.6618472,-0.43254867,0.61447555,0.7162276,-0.24414414,-0.17057775,0.007880356,-0.32706043,0.2570664,-0.04553982,-0.14300415,0,1.0,1.0,0,144,54,0,0,0,0.013849364446974011,0.02108534013982912
L_Braumann_01,78,-12.940096,1.2918807,-0.5453302,0.7823885,-0.28624985,-0.82397234,0.37898284,-0.009228136,0.1733832,0.038244665,0.016021296,0.027432328,-0.08806768,0.06556315,0.100521624,0,1.0,1.0,0,144,54,0,0,0,0.007730980838550563,0.025801797802685628
L_Braumann_01,79,-12.978165,2.8250556,-0.1749968,0.48293638,0.28893176,-0.51920307,0.18364058,0.6725073,-0.2472294,0.03665248,-0.058611255,-0.025811916,-0.27479944,-0.09977007,-0.08503513,0,1.0,1.0,0,144,54,0,0,0,0.010813887307911212,0.02252802130729109
L_Braumann_01,80,-15.368007,1.9037867,-0.7536925,2.6082256,0.56203604,-0.41567627,0.41369832,0.30452442,-0.34019822,-0.06101302,0.035471294,-0.26513934,0.2611724,-0.010467105,-0.08552031,0,1.0,1.0,0,144,54,0,0,0,0.004584835262126113,0.06680723560093223
L_Braumann_01,8,-14.442612,-4.320232,-3.4020889,2.7892447,0.30598447,-0.6336834,0.374371,0.113686405,-0.06553363,0.03514501,-0.2847834,-0.06301097,0.72045463,0.071963705,-0.03741139,0,1.0,1.0,0,144,54,0,0,0,0.008221083918295078,0.03584507823770952
L_Braumann_01,81,-11.2467785,-0.9040695,-2.0233104,-0.66917044,0.2110002,-0.27645516,-0.3272481,0.33636463,-0.22643012,0.19604804,-0.14281324,0.14430001,-0.19153948,-0.04308617,-0.07742041,0,1.0,1.0,0,144,54,0,0,0,0.004584835262126099,0.06680723560093219
L_Braumann_01,82,-10.571073,3.9022179,0.2188637,-0.7356518,-0.0038742095,-0.56949115,-0.014517289,0.6076413,-0.11795981,0.1702438,-0.13881461,-0.08187041,-0.2880649,-0.10303562,-0.12330189,0,1.0,1.0,0,144,54,0,0,0,0.015414532346803272,0.012540228609477304
L_Braumann_01,83,-8.662107,2.3474028,-0.61365163,-1.8438475,-0.16351025,-0.43294087,-0.2777826,0.59353465,-0.09942329,0.2776763,-0.06839395,-0.06880313,-0.36502627,-0.09380352,-0.18083337,0,1.0,1.0,0,144,54,0,0,0,0.01500347815088851,0.012040838974586616
L_Braumann_01,84,-11.770713,-1.8164945,-4.715637,0.34918958,1.1887913,-0.839291,-0.2307283,0.11747984,0.45760447,0.3192462,-0.28237477,-0.14827327,0.07307955,-0.019059444,-0.26212785,0,1.0,1.0,0,144,54,0,0,0,0.014165559982293052,0.08117855953834205
L_Braumann_01,85,-7.5088806,0.08355856,-1.718977,-2.2057765,-0.16274768,-0.45759907,-0.45700547,0.15117796,-0.18886678,0.31494552,-0.055550527,0.021733172,-0.2922959,-0.024901811,-0.12330543,0,1.0,1.0,0,144,54,0,0,0,0.002814140264339468,0.04694262567972483
L_Braumann_01,86,-9.854018,1.1305146,-0.67701817,-0.70874614,-0.7516569,-0.9511065,0.1263159,-0.39876044,0.09432334,0.14763655,0.013001384,0.057739306,-0.18895386,0.11742936,0.07780797,0,1.0,1.0,0,144,54,0,0,0,0.002134319863403534,0.041449339695927255
L_Braumann_01,87,-12.261708,4.807138,0.5486633,0.55530334,0.18302794,-0.49797544,0.15298755,0.39819697,-0.25963488,-5.481619e-05,-0.09891863,-0.054338947,-0.23775485,-0.09719641,-0.0796525,0,1.0,1.0,0,144,54,0,0,0,0.003114526022892558,0.02696704028409728
L_Braumann_01,88,-12.419265,6.126738,1.5020764,1.4951526,-0.45392957,-1.0878873,0.7109794,0.13468902,0.03099246,-0.13563341,-0.040107135,-0.112842,-0.13206626,0.06267651,0.13057154,0,1.0,1.0,0,144,54,0,0,0,0.0030354771390627964,0.026523138386416668
L_Braumann_01,89,-8.625442,-2.199108,-2.1258826,-1.4140124,-0.6390114,-0.8467782,-0.12929602,-0.35831645,0.30367443,0.20734194,-0.08129871,0.102923565,-0.089032434,0.18189698,0.12359829,0,1.0,1.0,0,144,54,0,0,0,0.0021343198634035305,0.04144933969592721
L_Braumann_01,9,-15.899901,3.6464238,0.25361732,3.7814734,0.15348494,-0.8594351,0.97908556,0.24651694,-0.11578369,-0.34475067,0.040419336,-0.3631201,0.27776957,0.018737562,-0.03572133,0,1.0,1.0,0,144,54,0,0,0,0.012284196547144754,0.033903007435356784
L_Braumann_01,90,-14.119751,-1.4354638,-2.1754,1.295606,0.57978004,-0.40960672,0.083187446,0.519812,-0.14080052,0.23216864,-0.13436623,-0.008273791,0.28741404,0.022492312,-0.03384478,0,1.0,1.0,0,144,54,0,0,0,0.009296148738379828,0.01054267006991455
L_Braumann_01,91,-9.367727,-2.3317964,-2.562392,-1.6500189,0.072844744,-0.24190593,-0.47439653,0.433784,0.04182327,0.21690358,-0.20454542,0.104225546,-0.13088867,0.037433907,-0.022640718,0,1.0,1.0,0,144,54,0,0,0,0.00948586605957124,0.01903229386305628
L_Braumann_01,92,-9.248697,6.7333875,1.6711195,-0.075645894,-0.89823973,-1.0690594,0.42714313,-0.07158671,0.39912054,0.0077992403,-0.16432412,-0.117087394,-0.08014285,0.17247236,0.2391908,0,1.0,1.0,0,144,54,0,0,0,0.005027509011572756,0.021307291088669442
L_Braumann_01,93,-15.065853,1.7334983,-0.40793067,2.5058844,-0.042722065,-0.7673853,0.6901148,0.0755996,0.026081277,-0.17992237,-0.0019303808,-0.23752098,0.27259314,0.08277184,0.07594205,0,1.0,1.0,0,144,54,0,0,0,0.007288307089103901,0.01942070802352684
L_Braumann_01,94,-11.471208,3.4432364,-0.0076208976,-0.24566461,0.078959934,-0.4577384,-0.00853613,0.40893537,-0.20847067,0.09538681,-0.07761448,-0.0651329,-0.29956505,-0.08700909,-0.113838546,0,1.0,1.0,0,144,54,0,0,0,0.0021975589704673368,0.05171457107979137
L_Braumann_01,95,-9.525143,-0.1752663,-1.7505207,-1.4349226,-0.004201882,-0.3730605,-0.40164354,0.12838906,-0.24630652,0.27621302,-0.05240148,0.055461295,-0.2579007,-0.01933298,-0.14160177,0,1.0,1.0,0,144,54,0,0,0,0.0021975589704673385,0.05171457107979139
L_Braumann_01,96,-7.725256,4.968635,0.37279955,-1.6766778,-0.2975869,-0.5039003,-0.21376131,0.3994042,-0.024349637,0.2496327,-0.15626507,-0.052109946,-0.2766867,-0.09281571,-0.043892797,0,1.0,1.0,0,144,54,0,0,0,0.01078226775437931,0.012429253135057154
L_Braumann_01,97,-8.884346,1.0590471,-1.1615024,-1.8179443,-0.1420543,-0.4291802,-0.32517543,0.45120096,-0.1616069,0.2591967,-0.08407231,-0.027621455,-0.35553375,-0.051576763,-0.14629105,0,1.0,1.0,0,144,54,0,0,0,0.010545121102890027,0.011929863500166475
L_Braumann_01,98,-12.813325,1.1703695,-3.3766217,0.9217683,1.137448,-0.7685082,-0.054325473,0.066012874,0.50322205,0.17859328,-0.19009021,-0.3250687,0.011694873,-0.028106557,-0.24747328,0,1.0,1.0,0,144,54,0,0,0,0.014481755517612112,0.06797247808234384
L_Braumann_02,1,-13.785241,-3.5959258,-3.306218,1.565879,0.6363314,-0.2722584,-0.027310327,0.38773227,-0.2752862,0.20298173,-0.20547435,0.025991421,0.48977226,0.03630631,-0.06928718,0,1.0,1.0,0,144,54,0,0,0,0.003825874485596724,0.07623015426190748
L_Braumann_02,0,-14.00769,-0.5645828,-4.058933,1.9412124,1.1347326,-0.7846572,0.117358066,0.18103676,0.33483586,0.13755035,-0.27759865,-0.31339327,0.3928536,0.041848797,-0.21414194,0,1.0,1.0,0,144,54,0,0,0,0.022939171810699596,0.1363585181848891
L_Braumann_01,99,-6.300109,5.772291,0.48765796,-1.7946464,-0.33564273,-0.5493232,-0.25186068,0.1582488,0.013333101,0.3345017,-0.0942394,0.03746357,-0.24610342,-0.077531464,0.02317272,0,1.0,1.0,0,144,54,0,0,0,0.0024188958451906648,0.03800909998890248
L_Braumann_02,10,-15.892028,3.2076733,-0.3163708,3.3695838,0.6595094,-0.3934696,0.57024467,0.45714632,-0.37028277,-0.19185987,0.04977358,-0.33533502,0.2654954,-0.039111536,-0.14449736,0,1.0,1.0,0,144,54,0,0,0,0.0025720164609053524,0.08354914987051008
L_Braumann_02,101,-4.740533,-0.88815266,-2.387793,-2.9737558,-0.16655992,-0.4747176,-0.5963622,0.24434283,0.10867015,0.37836373,-0.12352364,0.0704758,-0.257761,0.0124677,-0.006162882,0,1.0,1.0,0,144,54,0,0,0,0.0031507201646090665,0.022463686521788106
L_Braumann_02,100,-12.054152,-4.1402254,-3.0401738,0.59321284,-0.113287754,-0.674011,0.05982498,-0.23909074,0.02523445,0.095162004,-0.17095377,0.13493484,0.29247442,0.13184983,0.047285557,0,1.0,1.0,0,144,54,0,0,0,0.0017843364197530943,0.034005179596892254
L_Braumann_02,102,-12.284844,-2.0040472,-2.0350614,0.25441667,-0.26186192,-0.77962255,0.16309676,-0.07353745,0.1276946,0.09316166,-0.116418496,0.116491735,0.06596103,0.09573152,0.07269509,0,1.0,1.0,0,144,54,0,0,0,0.0029578189300411865,0.022125886724467973
L_Braumann_02,103,-12.502541,3.111631,0.25571164,0.7733959,-0.44222805,-0.87990725,0.45564356,-0.11060107,0.08835897,-0.08115785,0.025308957,-0.058047906,-0.15645203,0.059760146,0.089009434,0,1.0,1.0,0,144,54,0,0,0,0.0017843364197530972,0.034005179596892296
L_Braumann_02,105,-10.812372,5.613048,0.87694854,-0.17006992,-0.019122172,-0.4380023,0.0032828143,0.49298033,-0.026079837,0.11747302,-0.17390013,-0.0829726,-0.24117994,-0.076860435,-0.02716722,0,1.0,1.0,0,144,54,0,0,0,0.010545267489711956,0.017565589460646357
L_Braumann_02,106,-11.678645,3.774225,0.5804877,0.45584664,-0.5466899,-1.0487201,0.48764986,-0.06820923,0.10123653,-0.0035758256,-0.0062981877,-0.029042343,-0.18032663,0.04790445,0.09481238,0,1.0,1.0,0,144,54,0,0,0,0.005369084362139918,0.018410088953946625
L_Braumann_02,104,-14.943849,-0.24352454,-1.6339306,1.9145184,0.59012544,-0.4460886,0.30003136,0.71542376,-0.116135605,0.11055416,-0.120889254,-0.12434205,0.29044184,-0.00284399,-0.06893606,0,1.0,1.0,0,144,54,0,0,0,0.010513117283950626,0.010640693615583828
L_Braumann_02,107,-9.316713,-0.56374997,-1.3720696,-1.2660712,-0.7427444,-0.88071704,0.006927047,-0.16274649,0.26575887,0.14668992,-0.06918825,0.05959373,-0.1850615,0.16206469,0.120661534,0,1.0,1.0,0,144,54,0,0,0,0.008021476337448563,0.017396689561986332
L_Braumann_02,108,-10.319912,7.329955,1.4951605,0.20377252,-0.00078356924,-0.59335846,0.09527361,0.39688194,-0.07700938,0.15588681,-0.1961196,-0.10651221,-0.18821187,-0.028022865,-0.016621951,0,1.0,1.0,0,144,54,0,0,0,0.001655735596707821,0.0422249746650152
L_Braumann_02,109,-10.744482,-1.4193847,-2.2368534,-0.87389934,0.18447137,-0.35622743,-0.3354699,0.29146966,-0.2778203,0.2291375,-0.13024321,0.15071349,-0.16715978,-0.022692494,-0.08413046,0,1.0,1.0,0,144,54,0,0,0,0.001655735596707821,0.0422249746650152
L_Braumann_02,11,-11.165379,3.119871,-0.2871249,-0.2258576,0.072493,-0.326114,-0.1590846,-0.0055439733,-0.28964514,0.13003156,-0.0035325002,-0.0033751186,-0.24231766,-0.07791963,-0.15444344,0,1.0,1.0,0,144,54,0,0,0,0.0025720164609053524,0.08354914987051007
L_Braumann_02,110,-6.496863,3.0096734,-0.5017877,-2.3973594,-0.2999131,-0.45733845,-0.3846421,0.28960195,0.07678185,0.33632615,-0.05005084,-0.0021546488,-0.3079506,-0.07116793,-0.09167124,0,1.0,1.0,0,144,54,0,0,0,0.012184927983539103,0.012217092669744398
L_Braumann_02,111,-7.678893,5.0936804,0.45099732,-1.7519482,-0.24797878,-0.5591083,-0.18001698,0.58332807,0.05396182,0.2715567,-0.20026694,-0.02316093,-0.24937183,-0.11098276,-0.03713746,0,1.0,1.0,0,144,54,0,0,0,0.011927726337448563,0.011710392973764215
L_Braumann_02,113,-11.405594,-1.1013843,-2.0605955,-0.65640175,0.22614402,-0.31264275,-0.28504646,0.4639361,-0.21601838,0.1854763,-0.16117215,0.120938316,-0.1994589,-0.03743276,-0.060898844,0,1.0,1.0,0,144,54,0,0,0,0.007828575102880654,0.03366737979957212
L_Braumann_02,112,-7.920066,8.086034,-0.65538955,-0.040067483,0.6401361,-0.79739195,-0.10212095,-0.17013651,0.9702895,0.35444507,-0.1935096,-0.38293692,-0.05364061,-0.0139954705,-0.22885934,0,1.0,1.0,0,144,54,0,0,0,0.029160236625514424,0.043576173854295686
L_Braumann_02,114,-8.517064,6.1317058,1.4447223,-0.5743793,-1.0139921,-1.0662929,0.35313058,-0.18326427,0.52676815,0.03526825,-0.15363084,-0.07169486,-0.05507371,0.15674569,0.2596487,0,1.0,1.0,0,144,54,0,0,0,0.006301440329218128,0.030345681792590968
L_Braumann_02,115,-13.508984,-3.5651078,-3.223817,1.1872057,0.68375224,-0.34936816,-0.03472678,0.58765763,-0.14003257,0.2643407,-0.21340488,0.088833295,0.40315452,0.041549623,-0.030148618,0,1.0,1.0,0,144,54,0,0,0,0.006815843621399215,0.017340389595766312
L_Braumann_02,117,-5.614625,-2.2080705,-2.4338882,-2.1341352,-0.8776466,-0.80340695,-0.3136274,-0.72011095,0.4369136,0.1762541,-0.09172787,0.07251131,-0.08766913,0.18097548,0.14156279,0,1.0,1.0,0,144,54,0,0,0,0.00630144032921811,0.030345681792590926
L_Braumann_02,116,-12.819515,0.7310061,-0.7997265,0.6425765,-0.30232084,-0.7867884,0.31672066,-0.03636371,0.17102066,0.052634392,-0.001021631,0.032719806,-0.08627547,0.07400544,0.10558162,0,1.0,1.0,0,144,54,0,0,0,0.007040895061728412,0.016495890102465938
L_Braumann_02,118,-13.99088,-0.9383435,-1.4697168,1.2947346,-0.16382313,-0.83748645,0.47950605,0.13219297,0.0011492503,-0.04192444,-0.15060331,-0.08486772,0.27422702,0.098250076,0.06985098,0,1.0,1.0,0,144,54,0,0,0,0.01536779835390947,0.006000720066088016
L_Braumann_02,119,-7.627307,5.394453,1.0498354,-0.9863601,-1.0828964,-1.0205559,0.2072129,-0.3656729,0.53843105,0.14951819,-0.089797504,0.005102381,-0.092047624,0.14351031,0.2697471,0,1.0,1.0,0,144,54,0,0,0,0.016428755144032955,0.004503997297601626
L_Braumann_02,12,-14.163956,0.8459675,-1.0896145,0.97562015,0.39740044,-0.32592377,0.1957599,0.8966856,-0.12660158,-0.0129308365,-0.18247685,-0.09584128,0.031020306,-0.051617254,-0.084240414,0,1.0,1.0,0,144,54,0,0,0,0.019000771604938297,0.02409638554216868
L_Braumann_02,120,-5.821276,3.167745,-0.49622822,-2.5716991,-0.29309648,-0.52870536,-0.3741047,0.39345154,0.11541776,0.39278498,-0.061712652,0.028077723,-0.31410038,-0.07313538,-0.04066399,0,1.0,1.0,0,144,54,0,0,0,0.009693287037037085,0.010753293548023872
L_Braumann_02,121,-14.751385,3.2264392,-0.009612909,1.858894,0.45556328,-0.42170453,0.44612163,0.83495486,-0.18336754,-0.11712698,-0.03744163,-0.19693354,0.0004011607,-0.04545607,-0.061431848,0,1.0,1.0,0,144,54,0,0,0,0.013036908436214014,0.006812295912622457
L_Braumann_02,123,-8.9513035,1.4091066,-1.0650399,-1.6540326,-0.103255995,-0.36030853,-0.36491415,0.22197562,-0.15298726,0.2666046,-0.04270406,0.038600974,-0.3013666,-0.05971756,-0.17346129,0,1.0,1.0,0,144,54,0,0,0,0.007282021604938292,0.03828397702961388
L_Braumann_02,122,-14.5012665,3.3414028,-0.010596746,1.8228759,0.48718917,-0.35926548,0.32628408,0.5801726,-0.17013882,-0.048940834,0.030608455,-0.16955622,-0.04941693,-0.026246063,-0.021353593,0,1.0,1.0,0,144,54,0,0,0,0.0072820216049382745,0.03828397702961381
L_Braumann_02,124,-13.740102,-2.8534791,-2.8698876,1.3950976,0.6550193,-0.48399043,0.03599306,0.4899341,-0.20120938,0.39070755,-0.10869552,0.062029935,0.32766518,0.052930806,0.0140838185,0,1.0,1.0,0,144,54,0,0,0,0.017811213991769548,0.007431595541042677
L_Braumann_02,125,-5.9684505,2.433544,-0.39274514,-1.7412813,-1.0758504,-1.2552985,0.1329605,-0.47709832,0.20951283,0.27673617,0.07104769,0.132615,-0.27814594,0.087499745,0.17178859,0,1.0,1.0,0,144,54,0,0,0,0.017312885802469164,0.006924895845062495
L_Braumann_02,127,-4.6226187,0.05827229,5.7264934,-1.7379253,-1.6791642,0.41708073,-0.7908761,-0.26101294,-0.23187435,0.54656035,0.26322594,-0.24465717,0.09599346,0.08837787,0.11760645,0,1.0,1.0,177,179,180,0,0,0,0.05365869341563786,0.2599369440378337
L_Braumann_02,128,-7.5162086,-9.181454,1.2131689,-0.49044105,0.79293126,2.400329,2.0312324,-0.102454185,0.08816685,0.234465,0.4865155,0.15817635,0.35098428,-0.70119435,0.29693797,0,1.0,1.0,177,179,180,0,0,0,0.06069958847736622,0.26241414255151446
L_Braumann_02,126,-12.485668,-1.1734747,1.7103857,-0.9842441,-0.06556943,1.8962364,1.3922468,1.3129101,0.06252898,-1.4121304,0.9685848,0.28424487,-0.30476832,0.43535107,0.12142399,0,1.0,1.0,177,179,180,0,0,0,0.07264345021459877,0.3511991892804864
L_Braumann_02,129,-2.2595046,-7.9145637,3.159849,-1.2749896,-0.6784734,0.25673783,-0.8452643,0.6042434,0.08458645,0.7485128,0.2816801,-0.10391915,0.2343906,0.015967282,-0.006663937,0,1.0,1.0,177,179,180,0,0,0,0.06097286522633751,0.2598806440716134
L_Braumann_02,13,-9.667308,-0.59275025,-1.8311349,-1.6470857,-0.018883072,-0.40747607,-0.333745,0.5467567,-0.21227115,0.19998322,-0.15099251,-0.03227347,-0.2817637,-0.036449514,-0.15274036,0,1.0,1.0,0,144,54,0,0,0,0.01859889403292182,0.023139286116428338
L_Braumann_02,131,5.93734,-6.983967,-0.7917325,-1.859918,0.73028505,2.102084,1.9214064,-0.5327356,0.20651,0.15373392,0.08140725,-0.15283525,0.2094033,-0.8932309,0.2601516,0,1.0,1.0,177,179,180,0,0,0,0.06069958847736643,0.26241414255151446
L_Braumann_02,130,-2.483456,-3.9915748,10.081489,0.76937026,-0.09842371,0.17249265,-0.6625743,-0.20075884,1.4248334,0.013529367,-0.23992462,0.16854191,-0.055809412,-0.28283364,-0.6245924,0,1.0,1.0,177,179,180,0,0,0,0.10365226337448573,0.25993694403783396
L_Braumann_02,132,4.323781,2.965543,6.6735983,-0.784686,-1.5262231,0.9310132,-1.2818087,-0.81848943,0.55407315,0.86509216,-0.03835456,0.034926116,0.6428048,-0.26195034,-0.71476907,0,1.0,1.0,177,179,180,0,0,0,0.06097286522633774,0.25988064407161354
L_Braumann_02,14,-11.720631,3.4376047,-1.744564,1.7212322,-0.044832345,-1.3840853,0.53700835,-0.35619518,-0.67205733,0.15955146,0.028583737,0.2341533,-0.028909482,-0.039451722,-0.059773475,0,1.0,1.0,0,144,54,0,0,0,0.06102109053497944,0.0680103591937845
L_Braumann_02,133,7.448151,-3.1483262,3.198951,-1.1193811,-0.78149337,0.55915624,-1.2129376,-0.48868838,0.6377293,0.8791627,0.33317733,-0.19343929,0.23154187,-0.21027845,-0.67403924,0,1.0,1.0,177,179,180,0,0,0,0.060972865226337374,0.25988064407161354
L_Braumann_02,15,-13.716649,0.9315949,-0.6792009,1.5974132,-0.1916957,-1.049294,0.5302581,-0.34184518,-0.16964164,0.08408923,0.07188968,-0.08157675,0.1104387,0.07622146,0.10511885,0,1.0,1.0,0,144,54,0,0,0,0.022939171810699623,0.056637766017340434
L_Braumann_02,16,-15.820602,3.0136223,-0.36264455,3.5406737,0.6908896,-0.6585013,0.64938027,0.2781731,-0.5688779,-0.015982093,0.15966511,-0.3354859,0.25919324,-0.028428083,-0.12457243,0,1.0,1.0,0,144,54,0,0,0,0.019402649176954737,0.05123296926021843
L_Braumann_02,17,-9.555023,7.4559846,1.8992381,0.6869263,-0.8010033,-1.3376724,0.61742634,-0.19786946,0.03935141,0.065780915,-0.104643784,-0.026378918,-0.069255,0.14138968,0.20894437,0,1.0,1.0,0,144,54,0,0,0,0.016171553497942394,0.02831888300867032
L_Braumann_02,18,-11.51944,7.2205825,1.4598831,1.0333419,0.12357446,-0.72526556,0.28285488,0.33843726,-0.36070806,0.11277122,-0.101848714,-0.10804997,-0.24019189,-0.047257848,-0.047378317,0,1.0,1.0,0,144,54,0,0,0,0.016557355967078198,0.026911383853169695
L_Braumann_02,19,-15.702179,0.028620273,-1.7180125,3.1173985,0.7072197,-0.67149585,0.5189174,0.38232547,-0.4664673,0.12594633,0.012312777,-0.29784232,0.47155914,-0.0436254,-0.19992189,0,1.0,1.0,0,144,54,0,0,0,0.019418724279835393,0.05117666929399848
L_Braumann_02,2,-12.457575,4.141666,0.6716383,1.0208287,-0.43226665,-0.9773801,0.54370254,-0.0562451,0.04122716,-0.066245645,0.0055195666,-0.030513257,-0.14983405,0.030255126,0.10109855,0,1.0,1.0,0,144,54,0,0,0,0.002780992798353939,0.06716585970048422
L_Braumann_02,20,-12.716162,5.223955,1.1702427,1.1037076,-0.47257805,-0.7829489,0.59867764,0.4449509,0.34873247,-0.20056577,-0.10303305,-0.095762074,-0.13523561,0.04991487,0.16659503,0,1.0,1.0,0,144,54,0,0,0,0.023630401234567906,0.013174375148764477
L_Braumann_02,22,-9.709135,3.555964,-0.050560743,-0.7979373,-0.022275211,-0.75538075,-0.091168664,0.21524505,-0.3661312,0.42786828,-3.733526e-05,0.004967932,-0.33891982,-0.07173365,-0.11179306,0,1.0,1.0,0,144,54,0,0,0,0.018759645061728412,0.016664790001126042
L_Braumann_02,21,-12.936495,5.7019725,1.3243338,1.4331552,-0.41440746,-0.7880107,0.64210993,0.46294037,0.3306483,-0.20347917,-0.08234633,-0.099746205,-0.12367113,0.055855803,0.17797983,0,1.0,1.0,0,144,54,0,0,0,0.02731159979423869,0.007102305169635683
L_Braumann_02,23,-13.528358,5.7820935,0.9193667,2.021103,0.47506648,-0.77936274,0.46695217,0.50705844,-0.5877069,0.108097985,0.1040915,-0.09186906,-0.287345,-0.09032596,-0.012827488,0,1.0,1.0,0,144,54,0,0,0,0.02282664609053499,0.009852494088503546
L_Braumann_02,25,-9.982985,-0.22195156,-1.3323972,-0.34334376,-0.6951524,-1.0882174,0.10851057,-0.76720965,-0.24860789,0.23720212,0.10448653,0.09563235,-0.17219074,0.1226476,0.09160808,0,1.0,1.0,0,144,54,0,0,0,0.023453575102880674,0.06485756108546334
L_Braumann_02,26,-15.555024,1.2288522,-1.0827643,2.5646808,0.612656,-0.357889,0.4192747,0.65637565,-0.16111003,-0.061278105,-0.060307167,-0.2614253,0.29916814,-0.028401643,-0.12615415,0,1.0,1.0,0,144,54,0,0,0,0.02727944958847736,0.01582029050782571
L_Braumann_02,24,-9.300283,-0.0034519923,-1.2541147,-0.6308134,-0.8017387,-1.0918095,0.079791054,-0.78536606,-0.20173717,0.2242339,0.090187006,0.11881926,-0.1798397,0.13306941,0.09410555,0,1.0,1.0,0,144,54,0,0,0,0.02345357510288066,0.06485756108546344
L_Braumann_02,27,-5.1327252,-2.0052128,-2.7770333,-3.0460124,-0.09879958,-0.31723475,-0.66232306,0.45467728,0.3082991,0.30068848,-0.22812581,0.04866284,-0.16335198,0.02982108,0.006245868,0,1.0,1.0,0,144,54,0,0,0,0.026250643004115237,0.016889989866006073
L_Braumann_02,28,-8.32983,8.296629,-0.096235484,1.3292786,-0.45116755,-1.2561216,0.46785855,-0.34420887,-0.3359116,0.14595617,-0.18054588,0.31523705,0.012291767,0.019110102,0.044611637,0,1.0,1.0,0,144,54,0,0,0,0.04756622942386833,0.04791127125323726
L_Braumann_02,3,-11.177183,-1.6920537,-2.3851688,-0.6606349,0.25708523,-0.2534217,-0.35817802,0.34266636,-0.24363337,0.19720715,-0.15525115,0.18255618,-0.14576675,-0.027911382,-0.06438465,0,1.0,1.0,0,144,54,0,0,0,0.004902906378600831,0.04442067334759609
L_Braumann_02,30,-13.443571,-2.1616192,-2.5298364,0.9932016,0.5335995,-0.50517774,-0.0074600293,0.28943276,-0.3588804,0.35524777,-0.05509881,0.011242593,0.21019833,0.027795427,-0.041811842,0,1.0,1.0,0,144,54,0,0,0,0.01512667181069959,0.03603197838081298
L_Braumann_02,29,-12.8508005,2.6036375,0.09097965,1.1064765,-0.30523506,-1.1282068,0.571994,-0.13618504,-0.0950328,0.06244747,0.12308321,-0.008054785,-0.15197982,0.034477506,0.10339108,0,1.0,1.0,0,144,54,0,0,0,0.017891589506172843,0.039916676049994396
L_Braumann_02,33,-14.699853,0.30197012,-1.3789746,1.9791539,0.5489745,-0.6206037,0.3110182,0.28368908,-0.390503,0.22210073,0.038647234,-0.14137718,0.22054692,-0.0038013454,-0.07408033,0,1.0,1.0,0,144,54,0,0,0,0.01512667181069959,0.03608827834703304
L_Braumann_02,31,-13.222797,-0.56944513,-1.3335928,0.99625415,-0.23796344,-0.9805925,0.39832568,-0.21855658,-0.1179042,0.10465909,-0.011781632,-0.038387045,0.10268734,0.08566031,0.07101271,0,1.0,1.0,0,144,54,0,0,0,0.012602880658436216,0.02004278797432722
