id,total_len,nb_groups,len_groups,max_len_group
Goldsteig Käsereien Bayerwald_37,2,1,[2],2
Goldsteig Käsereien Bayerwald_4,7,1,[7],7
Goldsteig Käsereien Bayerwald_7,9,1,[9],9
Goldsteig Käsereien Bayerwald_5,12,2,"[6, 6]",6
Goldsteig Käsereien Bayerwald_8,13,1,[13],13
Goldsteig Käsereien Bayerwald_9,5,1,[5],5
Goldsteig Käsereien Bayerwald_6,9,1,[9],9
Greenpeace Energy_0,8,1,[8],8
Greenpeace Energy_100,8,1,[8],8
Greenpeace Energy_10,8,1,[8],8
Greenpeace Energy_1,8,1,[8],8
Greenpeace Energy_101,11,1,[11],11
Greenpeace Energy_102,10,1,[10],10
Greenpeace Energy_105,18,1,[18],18
Greenpeace Energy_103,16,2,"[10, 6]",10
Greenpeace Energy_104,16,2,"[10, 6]",10
Greenpeace Energy_106,22,2,"[15, 7]",15
Greenpeace Energy_108,17,1,[17],17
Greenpeace Energy_107,18,1,[18],18
Greenpeace Energy_109,18,1,[18],18
Greenpeace Energy_110,11,1,[11],11
Greenpeace Energy_11,8,1,[8],8
Greenpeace Energy_111,9,1,[9],9
Greenpeace Energy_112,10,1,[10],10
Greenpeace Energy_113,10,1,[10],10
Greenpeace Energy_116,18,2,"[12, 6]",12
Greenpeace Energy_115,10,1,[10],10
Greenpeace Energy_114,9,1,[9],9
Greenpeace Energy_117,24,2,"[16, 8]",16
Greenpeace Energy_12,8,1,[8],8
Greenpeace Energy_121,13,1,[13],13
Greenpeace Energy_118,10,1,[10],10
Greenpeace Energy_119,13,2,"[9, 4]",9
Greenpeace Energy_122,13,1,[13],13
Greenpeace Energy_123,14,2,"[8, 6]",8
Greenpeace Energy_124,11,1,[11],11
Greenpeace Energy_126,8,2,"[3, 5]",5
Greenpeace Energy_128,5,1,[5],5
Greenpeace Energy_125,15,2,"[11, 4]",11
Greenpeace Energy_127,14,2,"[8, 6]",8
Greenpeace Energy_129,11,1,[11],11
Greenpeace Energy_120,13,1,[13],13
Greenpeace Energy_130,14,2,"[8, 6]",8
Greenpeace Energy_13,8,1,[8],8
Greenpeace Energy_131,13,1,[13],13
Greenpeace Energy_132,8,2,"[4, 4]",4
Greenpeace Energy_133,10,1,[10],10
Greenpeace Energy_136,13,1,[13],13
Greenpeace Energy_135,14,2,"[8, 6]",8
Greenpeace Energy_134,10,1,[10],10
Greenpeace Energy_138,8,1,[8],8
Greenpeace Energy_139,11,1,[11],11
Greenpeace Energy_137,10,1,[10],10
Greenpeace Energy_141,10,1,[10],10
Greenpeace Energy_142,7,1,[7],7
Greenpeace Energy_14,8,1,[8],8
Greenpeace Energy_140,16,2,"[12, 4]",12
Greenpeace Energy_144,10,1,[10],10
Greenpeace Energy_143,16,2,"[12, 4]",12
Greenpeace Energy_146,16,3,"[3, 3, 10]",10
Greenpeace Energy_145,10,1,[10],10
Greenpeace Energy_147,10,2,"[6, 4]",6
Greenpeace Energy_149,11,1,[11],11
Greenpeace Energy_150,7,1,[7],7
Greenpeace Energy_148,14,2,"[8, 6]",8
Greenpeace Energy_152,10,1,[10],10
Greenpeace Energy_151,14,2,"[8, 6]",8
Greenpeace Energy_15,8,1,[8],8
Greenpeace Energy_154,10,1,[10],10
Greenpeace Energy_153,15,2,"[11, 4]",11
Greenpeace Energy_157,5,1,[5],5
Greenpeace Energy_155,13,1,[13],13
Greenpeace Energy_156,15,2,"[11, 4]",11
Greenpeace Energy_16,8,1,[8],8
Greenpeace Energy_17,8,1,[8],8
Greenpeace Energy_18,8,1,[8],8
Greenpeace Energy_19,8,1,[8],8
Greenpeace Energy_2,8,1,[8],8
Greenpeace Energy_20,8,1,[8],8
Greenpeace Energy_21,8,1,[8],8
Greenpeace Energy_22,8,1,[8],8
Greenpeace Energy_24,8,1,[8],8
Greenpeace Energy_25,8,1,[8],8
Greenpeace Energy_23,8,1,[8],8
Greenpeace Energy_26,8,1,[8],8
Greenpeace Energy_27,8,1,[8],8
Greenpeace Energy_29,8,1,[8],8
Greenpeace Energy_28,8,1,[8],8
Greenpeace Energy_3,8,1,[8],8
Greenpeace Energy_30,8,1,[8],8
Greenpeace Energy_32,8,1,[8],8
Greenpeace Energy_31,8,1,[8],8
Greenpeace Energy_33,8,1,[8],8
Greenpeace Energy_34,8,1,[8],8
Greenpeace Energy_35,8,1,[8],8
Greenpeace Energy_36,8,1,[8],8
Greenpeace Energy_38,8,1,[8],8
Greenpeace Energy_37,8,1,[8],8
Greenpeace Energy_39,8,1,[8],8
Greenpeace Energy_4,8,1,[8],8
Greenpeace Energy_40,8,1,[8],8
Greenpeace Energy_41,8,1,[8],8
Greenpeace Energy_42,8,1,[8],8
Greenpeace Energy_43,8,1,[8],8
Greenpeace Energy_44,8,1,[8],8
Greenpeace Energy_45,8,1,[8],8
Greenpeace Energy_46,8,1,[8],8
Greenpeace Energy_47,8,1,[8],8
Greenpeace Energy_48,8,1,[8],8
Greenpeace Energy_49,8,1,[8],8
Greenpeace Energy_5,8,1,[8],8
Greenpeace Energy_50,8,1,[8],8
Greenpeace Energy_51,8,1,[8],8
Greenpeace Energy_53,8,1,[8],8
Greenpeace Energy_52,8,1,[8],8
Greenpeace Energy_55,8,1,[8],8
Greenpeace Energy_54,8,1,[8],8
Greenpeace Energy_56,8,1,[8],8
Greenpeace Energy_57,8,1,[8],8
Greenpeace Energy_58,8,1,[8],8
Greenpeace Energy_59,8,1,[8],8
Greenpeace Energy_61,8,1,[8],8
Greenpeace Energy_6,8,1,[8],8
Greenpeace Energy_60,8,1,[8],8
Greenpeace Energy_62,8,1,[8],8
Greenpeace Energy_63,8,1,[8],8
Greenpeace Energy_64,8,1,[8],8
Greenpeace Energy_65,8,1,[8],8
Greenpeace Energy_66,8,1,[8],8
Greenpeace Energy_67,8,1,[8],8
Greenpeace Energy_68,8,1,[8],8
Greenpeace Energy_7,8,1,[8],8
Greenpeace Energy_69,8,1,[8],8
Greenpeace Energy_70,8,1,[8],8
Greenpeace Energy_71,8,1,[8],8
Greenpeace Energy_72,8,1,[8],8
Greenpeace Energy_73,8,1,[8],8
Greenpeace Energy_74,8,1,[8],8
Greenpeace Energy_75,8,1,[8],8
Greenpeace Energy_76,8,1,[8],8
Greenpeace Energy_78,8,1,[8],8
Greenpeace Energy_77,8,1,[8],8
Greenpeace Energy_79,8,1,[8],8
Greenpeace Energy_8,8,1,[8],8
Greenpeace Energy_80,8,1,[8],8
Greenpeace Energy_81,8,1,[8],8
Greenpeace Energy_82,8,1,[8],8
Greenpeace Energy_83,8,1,[8],8
Greenpeace Energy_84,8,1,[8],8
Greenpeace Energy_85,8,1,[8],8
Greenpeace Energy_86,8,1,[8],8
Greenpeace Energy_87,8,1,[8],8
Greenpeace Energy_88,8,1,[8],8
Greenpeace Energy_89,8,1,[8],8
Greenpeace Energy_9,8,1,[8],8
Greenpeace Energy_90,8,1,[8],8
Greenpeace Energy_91,8,1,[8],8
Greenpeace Energy_92,8,1,[8],8
Greenpeace Energy_93,8,1,[8],8
Greenpeace Energy_94,8,1,[8],8
Greenpeace Energy_95,8,1,[8],8
Greenpeace Energy_96,8,1,[8],8
Greenpeace Energy_97,8,1,[8],8
Grimme Landmaschinenfabrik GmbH & Co. KG_0,5,1,[5],5
Greenpeace Energy_98,8,1,[8],8
Grimme Landmaschinenfabrik GmbH & Co. KG_1,8,1,[8],8
Grimme Landmaschinenfabrik GmbH & Co. KG_2,5,1,[5],5
Grimme Landmaschinenfabrik GmbH & Co. KG_4,5,1,[5],5
Greenpeace Energy_99,8,1,[8],8
Grimme Landmaschinenfabrik GmbH & Co. KG_7,15,1,[15],15
Grimme Landmaschinenfabrik GmbH & Co. KG_6,14,1,[14],14
Grimme Landmaschinenfabrik GmbH & Co. KG_5,14,1,[14],14
Grimme Landmaschinenfabrik GmbH & Co. KG_3,18,1,[18],18
Grimme Landmaschinenfabrik GmbH & Co. KG_8,18,2,"[12, 6]",12
Grohe_0,79,1,[79],79
Grohe_2,39,1,[39],39
Grohe_3,35,1,[35],35
Grohe_6,23,1,[23],23
Grohe_1,45,1,[45],45
Grohe_7,23,1,[23],23
Grohe_5,24,1,[24],24
H. von Allwörden GmbH_1,4,1,[4],4
H. von Allwörden GmbH_0,4,1,[4],4
Grohe_4,22,1,[22],22
H. von Allwörden GmbH_11,27,2,"[13, 14]",14
H. von Allwörden GmbH_10,20,2,"[8, 12]",12
H. von Allwörden GmbH_12,32,2,"[17, 15]",17
H. von Allwörden GmbH_13,20,2,"[9, 11]",11
H. von Allwörden GmbH_16,14,2,"[10, 4]",10
H. von Allwörden GmbH_17,12,2,"[6, 6]",6
H. von Allwörden GmbH_14,42,3,"[19, 19, 4]",19
H. von Allwörden GmbH_19,7,2,"[4, 3]",4
H. von Allwörden GmbH_18,23,2,"[12, 11]",12
Grohe_8,28,2,"[13, 15]",15
H. von Allwörden GmbH_15,42,3,"[18, 18, 6]",18
H. von Allwörden GmbH_22,6,2,"[3, 3]",3
H. von Allwörden GmbH_20,26,2,"[12, 14]",14
H. von Allwörden GmbH_23,29,2,"[14, 15]",15
H. von Allwörden GmbH_21,28,2,"[13, 15]",15
H. von Allwörden GmbH_4,8,2,"[4, 4]",4
H. von Allwörden GmbH_3,8,2,"[4, 4]",4
H. von Allwörden GmbH_7,26,2,"[14, 12]",14
H. von Allwörden GmbH_5,30,2,"[15, 15]",15
H. von Allwörden GmbH_9,10,2,"[4, 6]",6
H. von Allwörden GmbH_6,44,3,"[15, 24, 5]",24
H. von Allwörden GmbH_8,65,2,"[32, 33]",33
H. von Allwörden GmbH_2,190,21,"[4, 4, 12, 9, 15, 7, 9, 10, 11, 4, 4, 4, 12, 3, 14, 8, 7, 11, 13, 13, 16]",16
Hannover Rück SE_0,9,1,[9],9
Hamburger Feuerkasse_0,82,16,"[5, 3, 3, 6, 5, 5, 3, 5, 5, 5, 5, 10, 6, 6, 5, 5]",10
Hannover Rück SE_11,8,2,"[4, 4]",4
Hannover Rück SE_1,18,2,"[14, 4]",14
Hannover Rück SE_2,15,1,[15],15
Hannover Rück SE_3,15,1,[15],15
Hannover Rück SE_5,5,1,[5],5
Hannover Rück SE_4,10,2,"[6, 4]",6
Hannover Rück SE_10,66,17,"[6, 2, 2, 6, 6, 6, 2, 2, 2, 2, 6, 6, 2, 6, 6, 2, 2]",6
Hannover Rück SE_6,14,2,"[8, 6]",8
Hannover Rück SE_7,13,1,[13],13
Hannover Rück SE_8,12,1,[12],12
Hannoversche_0,10,2,"[5, 5]",5
Hannover Rück SE_9,14,2,"[8, 6]",8
Hansa-Flex_0,8,1,[8],8
Hansa-Flex_1,13,1,[13],13
Hansa-Flex_10,6,1,[6],6
Hansa-Flex_2,10,2,"[4, 6]",6
Hansa-Flex_3,11,1,[11],11
Hansa-Flex_4,12,1,[12],12
Hansa-Flex_5,10,2,"[4, 6]",6
Hansa-Flex_6,11,1,[11],11
Hannoversche_1,141,15,"[6, 13, 8, 12, 7, 11, 11, 8, 13, 14, 13, 13, 4, 4, 4]",14
Hansa-Flex_7,7,1,[7],7
Hansa-Flex_8,13,1,[13],13
Hansa-Flex_9,13,1,[13],13
Hamburger Feuerkasse_1,280,26,"[14, 13, 16, 16, 6, 10, 13, 21, 13, 6, 6, 6, 6, 6, 10, 10, 16, 11, 10, 14, 6, 13, 13, 13, 6, 6]",21
Harpen AG_0,13,1,[13],13
Hanwha Q Cells_0,23,2,"[12, 11]",12
Harpen AG_1,13,1,[13],13
Harpen AG_2,12,1,[12],12
Harpen AG_3,15,1,[15],15
Harpen AG_4,9,1,[9],9
Hannoversche_2,209,28,"[12, 12, 8, 5, 5, 13, 12, 5, 13, 10, 10, 11, 9, 6, 11, 7, 4, 4, 4, 4, 3, 4, 5, 5, 5, 9, 4, 9]",13
Harpen AG_5,14,2,"[7, 7]",7
Hanwha Q Cells_1,65,5,"[13, 14, 18, 10, 10]",18
Harpen AG_6,20,2,"[13, 7]",13
HDI-Gerling_0,5,1,[5],5
Heidelberger Lebensversicherung_0,9,1,[9],9
Heidelberger Lebensversicherung_1,5,1,[5],5
Heidelberger Lebensversicherung_2,4,1,[4],4
HDI-Gerling_1,29,5,"[5, 5, 5, 7, 7]",7
Heine + Beisswenger_0,10,1,[10],10
Heine + Beisswenger_1,10,1,[10],10
Heine + Beisswenger_10,26,1,[26],26
HDI-Gerling_2,76,8,"[11, 11, 13, 12, 7, 5, 11, 6]",13
Heine + Beisswenger_11,24,1,[24],24
Heine + Beisswenger_12,26,1,[26],26
Heine + Beisswenger_13,26,1,[26],26
Heine + Beisswenger_14,26,1,[26],26
Heine + Beisswenger_15,26,1,[26],26
Heine + Beisswenger_17,7,1,[7],7
Heine + Beisswenger_16,26,1,[26],26
Heine + Beisswenger_18,6,1,[6],6
Heine + Beisswenger_19,7,1,[7],7
Heidelberger Lebensversicherung_3,168,29,"[3, 3, 4, 4, 5, 2, 2, 2, 8, 8, 10, 10, 9, 9, 8, 8, 8, 8, 8, 3, 6, 6, 6, 6, 6, 4, 4, 4, 4]",10
Heine + Beisswenger_20,10,2,"[6, 4]",6
Heidelberger Lebensversicherung_4,168,27,"[9, 3, 9, 4, 4, 4, 3, 8, 8, 8, 8, 8, 8, 8, 9, 10, 3, 6, 6, 6, 6, 6, 6, 5, 4, 4, 5]",10
Heine + Beisswenger_21,10,2,"[6, 4]",6
Heine + Beisswenger_2,34,1,[34],34
Heine + Beisswenger_23,4,1,[4],4
Heine + Beisswenger_22,12,2,"[6, 6]",6
Heine + Beisswenger_26,4,1,[4],4
Heine + Beisswenger_25,8,2,"[4, 4]",4
Heine + Beisswenger_27,20,3,"[6, 9, 5]",9
Heine + Beisswenger_29,6,1,[6],6
Heine + Beisswenger_24,14,2,"[6, 8]",8
Heine + Beisswenger_31,6,1,[6],6
Heine + Beisswenger_32,6,1,[6],6
Heine + Beisswenger_3,24,3,"[4, 4, 16]",16
Heine + Beisswenger_5,18,1,[18],18
Heine + Beisswenger_28,70,1,[70],70
Heine + Beisswenger_4,30,2,"[6, 24]",24
Heine + Beisswenger_30,70,1,[70],70
Heine + Beisswenger_6,16,1,[16],16
Heine + Beisswenger_7,16,1,[16],16
Heine + Beisswenger_8,26,1,[26],26
Heine + Beisswenger_9,26,1,[26],26
hema_0,15,1,[15],15
hema_2,26,1,[26],26
hema_1,26,1,[26],26
Henschel & Sohn_0,4,1,[4],4
hema_3,28,2,"[18, 10]",18
Henschel & Sohn_1,5,1,[5],5
Henschel & Sohn_11,6,1,[6],6
hema_4,28,1,[28],28
Henschel & Sohn_10,6,1,[6],6
Henschel & Sohn_2,5,1,[5],5
Henschel & Sohn_3,4,1,[4],4
Henschel & Sohn_12,15,1,[15],15
Henschel & Sohn_4,5,1,[5],5
Henschel & Sohn_5,5,1,[5],5
Henschel & Sohn_6,6,1,[6],6
Henschel & Sohn_7,6,1,[6],6
Henschel & Sohn_8,6,1,[6],6
Henschel & Sohn_9,6,1,[6],6
Herrenknecht_0,9,2,"[4, 5]",5
Herrenknecht_1,12,2,"[7, 5]",7
Herrenknecht_100,7,1,[7],7
Herrenknecht_10,17,2,"[11, 6]",11
Henschel & Sohn_13,65,2,"[39, 26]",39
Herrenknecht_102,14,1,[14],14
Herrenknecht_101,20,3,"[10, 5, 5]",10
Herrenknecht_104,10,2,"[5, 5]",5
Heraeus_0,102,10,"[13, 12, 11, 11, 13, 15, 10, 6, 6, 5]",15
Herrenknecht_103,15,1,[15],15
Herrenknecht_105,4,1,[4],4
Herrenknecht_108,4,1,[4],4
Herrenknecht_107,12,1,[12],12
Herrenknecht_109,11,2,"[8, 3]",8
Herrenknecht_111,6,1,[6],6
Herrenknecht_112,10,1,[10],10
Herrenknecht_11,12,1,[12],12
Herrenknecht_113,4,1,[4],4
Herrenknecht_106,11,1,[11],11
Herrenknecht_114,8,1,[8],8
Herrenknecht_116,11,2,"[5, 6]",6
Herrenknecht_115,8,1,[8],8
Herrenknecht_117,13,1,[13],13
Herrenknecht_12,9,1,[9],9
Herrenknecht_119,11,1,[11],11
Herrenknecht_121,11,1,[11],11
Herrenknecht_120,15,1,[15],15
Herrenknecht_110,19,2,"[14, 5]",14
Herrenknecht_123,10,1,[10],10
Herrenknecht_118,20,2,"[13, 7]",13
Herrenknecht_126,5,1,[5],5
Herrenknecht_122,14,1,[14],14
Herrenknecht_124,17,1,[17],17
Herrenknecht_129,11,2,"[5, 6]",6
Herrenknecht_127,15,2,"[9, 6]",9
Herrenknecht_128,24,2,"[18, 6]",18
Herrenknecht_131,12,1,[12],12
Herrenknecht_13,13,1,[13],13
Herrenknecht_133,12,1,[12],12
Herrenknecht_130,17,1,[17],17
Herrenknecht_134,15,1,[15],15
Herrenknecht_135,14,1,[14],14
Herrenknecht_138,18,1,[18],18
Herrenknecht_132,24,2,"[16, 8]",16
Herrenknecht_139,13,1,[13],13
Herrenknecht_140,10,2,"[4, 6]",6
Herrenknecht_136,16,2,"[9, 7]",9
Herrenknecht_14,10,1,[10],10
Herrenknecht_143,6,1,[6],6
Herrenknecht_144,10,1,[10],10
Herrenknecht_142,20,2,"[13, 7]",13
Herrenknecht_141,23,2,"[16, 7]",16
Herrenknecht_148,4,1,[4],4
Herrenknecht_15,5,1,[5],5
Herrenknecht_150,4,1,[4],4
Herrenknecht_146,15,1,[15],15
Herrenknecht_152,8,2,"[4, 4]",4
Herrenknecht_145,22,2,"[14, 8]",14
Herrenknecht_151,17,1,[17],17
Herrenknecht_153,13,1,[13],13
Herrenknecht_154,11,1,[11],11
Herrenknecht_157,14,1,[14],14
Herrenknecht_155,10,2,"[5, 5]",5
Herrenknecht_158,13,1,[13],13
Herrenknecht_156,18,2,"[11, 7]",11
Herrenknecht_159,10,1,[10],10
Herrenknecht_160,11,1,[11],11
Herrenknecht_163,12,1,[12],12
Herrenknecht_164,12,1,[12],12
Herrenknecht_161,13,2,"[8, 5]",8
Herrenknecht_165,11,2,"[8, 3]",8
Herrenknecht_162,15,2,"[10, 5]",10
Herrenknecht_16,16,1,[16],16
Herrenknecht_167,10,1,[10],10
Herrenknecht_168,10,1,[10],10
Herrenknecht_171,4,1,[4],4
Herrenknecht_172,7,1,[7],7
Herrenknecht_169,11,2,"[6, 5]",6
Herrenknecht_166,15,1,[15],15
Herrenknecht_174,4,1,[4],4
Herrenknecht_170,14,1,[14],14
Herrenknecht_175,13,1,[13],13
Herrenknecht_176,7,1,[7],7
Herrenknecht_178,12,1,[12],12
Herrenknecht_177,19,1,[19],19
Herrenknecht_180,8,2,"[4, 4]",4
Herrenknecht_179,12,2,"[7, 5]",7
Herrenknecht_18,11,2,"[6, 5]",6
Herrenknecht_173,23,2,"[15, 8]",15
Herrenknecht_182,25,1,[25],25
Herrenknecht_183,20,1,[20],20
Herrenknecht_184,162,1,[162],162
Herrenknecht_185,134,1,[134],134
Herrenknecht_186,135,1,[135],135
Herrenknecht_187,13,1,[13],13
Herrenknecht_181,231,1,[231],231
Herrenknecht_188,71,1,[71],71
Herrenknecht_19,15,2,"[10, 5]",10
Herrenknecht_190,91,1,[91],91
Herrenknecht_191,38,1,[38],38
Herrenknecht_189,189,1,[189],189
Herrenknecht_193,39,1,[39],39
Herrenknecht_192,36,1,[36],36
Herrenknecht_195,38,1,[38],38
Herrenknecht_194,36,1,[36],36
Herrenknecht_196,36,1,[36],36
Herrenknecht_2,8,2,"[4, 4]",4
Herrenknecht_197,38,1,[38],38
Herrenknecht_198,36,1,[36],36
Herrenknecht_199,38,1,[38],38
Herrenknecht_20,12,1,[12],12
Herrenknecht_201,38,1,[38],38
Herrenknecht_200,36,1,[36],36
Herrenknecht_202,36,1,[36],36
Herrenknecht_203,38,1,[38],38
Herrenknecht_204,36,1,[36],36
Herrenknecht_205,38,1,[38],38
Herrenknecht_206,36,1,[36],36
Herrenknecht_207,38,1,[38],38
Herrenknecht_208,36,1,[36],36
Herrenknecht_209,38,1,[38],38
Herrenknecht_210,36,1,[36],36
Herrenknecht_211,38,1,[38],38
Herrenknecht_212,36,1,[36],36
Herrenknecht_21,13,1,[13],13
Herrenknecht_214,38,1,[38],38
Herrenknecht_213,37,1,[37],37
Herrenknecht_215,36,1,[36],36
Herrenknecht_216,36,1,[36],36
Herrenknecht_219,16,1,[16],16
Herrenknecht_217,36,1,[36],36
Herrenknecht_218,36,1,[36],36
Herrenknecht_220,16,1,[16],16
Herrenknecht_222,18,1,[18],18
Herrenknecht_221,25,1,[25],25
Herrenknecht_224,10,1,[10],10
Herrenknecht_223,12,1,[12],12
Herrenknecht_225,13,2,"[9, 4]",9
Herrenknecht_227,10,1,[10],10
Herrenknecht_228,10,1,[10],10
Herrenknecht_226,13,2,"[9, 4]",9
Herrenknecht_23,4,1,[4],4
Herrenknecht_229,11,1,[11],11
Herrenknecht_231,10,1,[10],10
Herrenknecht_230,10,1,[10],10
Herrenknecht_232,8,1,[8],8
Herrenknecht_234,7,1,[7],7
Herrenknecht_235,9,1,[9],9
Herrenknecht_233,12,1,[12],12
Herrenknecht_238,6,1,[6],6
Herrenknecht_237,12,1,[12],12
Herrenknecht_236,13,1,[13],13
Herrenknecht_239,9,1,[9],9
Herrenknecht_24,10,1,[10],10
Herrenknecht_241,12,1,[12],12
Herrenknecht_240,12,1,[12],12
Herrenknecht_242,14,2,"[8, 6]",8
Herrenknecht_243,4,1,[4],4
Herrenknecht_244,4,1,[4],4
Herrenknecht_245,7,2,"[3, 4]",4
Herrenknecht_246,12,1,[12],12
Herrenknecht_249,9,1,[9],9
Herrenknecht_247,14,2,"[10, 4]",10
Herrenknecht_248,12,1,[12],12
Herrenknecht_25,10,1,[10],10
Herrenknecht_251,9,1,[9],9
Herrenknecht_250,10,1,[10],10
Herrenknecht_252,14,2,"[8, 6]",8
Herrenknecht_253,18,1,[18],18
Herrenknecht_27,13,1,[13],13
Herrenknecht_254,10,1,[10],10
Herrenknecht_28,11,2,"[8, 3]",8
Herrenknecht_30,6,1,[6],6
Herrenknecht_29,8,1,[8],8
Herrenknecht_31,8,1,[8],8
Herrenknecht_26,11,2,"[6, 5]",6
Herrenknecht_32,9,2,"[4, 5]",5
Herrenknecht_34,10,1,[10],10
Herrenknecht_35,12,1,[12],12
Herrenknecht_3,15,2,"[9, 6]",9
Herrenknecht_36,13,1,[13],13
Herrenknecht_38,7,1,[7],7
Herrenknecht_33,14,1,[14],14
Herrenknecht_4,14,1,[14],14
Herrenknecht_39,16,3,"[6, 5, 5]",6
Herrenknecht_42,10,2,"[6, 4]",6
Herrenknecht_37,27,3,"[15, 8, 4]",15
Herrenknecht_43,10,1,[10],10
Herrenknecht_40,12,1,[12],12
Herrenknecht_44,10,2,"[5, 5]",5
Herrenknecht_45,14,1,[14],14
Herrenknecht_46,13,1,[13],13
Herrenknecht_49,15,2,"[10, 5]",10
Herrenknecht_50,11,1,[11],11
Herrenknecht_48,26,3,"[16, 6, 4]",16
Herrenknecht_53,8,2,"[4, 4]",4
Herrenknecht_5,20,2,"[13, 7]",13
Herrenknecht_54,9,1,[9],9
Herrenknecht_51,24,2,"[15, 9]",15
Herrenknecht_52,14,2,"[9, 5]",9
Herrenknecht_57,12,1,[12],12
Herrenknecht_58,13,1,[13],13
Herrenknecht_55,17,1,[17],17
Herrenknecht_60,4,1,[4],4
Herrenknecht_59,12,1,[12],12
Herrenknecht_6,10,1,[10],10
Herrenknecht_56,16,2,"[10, 6]",10
Herrenknecht_62,19,1,[19],19
Herrenknecht_61,11,1,[11],11
Herrenknecht_63,9,1,[9],9
Herrenknecht_64,8,1,[8],8
Herrenknecht_67,11,1,[11],11
Herrenknecht_66,11,2,"[8, 3]",8
Herrenknecht_65,10,1,[10],10
Herrenknecht_69,6,1,[6],6
Herrenknecht_70,10,1,[10],10
Herrenknecht_68,18,3,"[4, 4, 10]",10
Herrenknecht_72,13,1,[13],13
Herrenknecht_71,8,1,[8],8
Herrenknecht_74,12,1,[12],12
Herrenknecht_7,22,2,"[17, 5]",17
Herrenknecht_77,11,2,"[6, 5]",6
Herrenknecht_76,21,2,"[15, 6]",15
Herrenknecht_75,17,2,"[10, 7]",10
Herrenknecht_80,17,1,[17],17
Herrenknecht_82,11,1,[11],11
Herrenknecht_79,10,2,"[5, 5]",5
Herrenknecht_83,10,1,[10],10
Herrenknecht_81,14,1,[14],14
Herrenknecht_85,13,1,[13],13
Herrenknecht_86,12,1,[12],12
Herrenknecht_87,14,1,[14],14
Herrenknecht_88,8,2,"[4, 4]",4
Herrenknecht_84,13,2,"[8, 5]",8
Herrenknecht_89,13,1,[13],13
Herrenknecht_9,10,1,[10],10
Herrenknecht_90,15,2,"[10, 5]",10
Herrenknecht_92,19,1,[19],19
Herrenknecht_91,12,1,[12],12
Herrenknecht_93,10,1,[10],10
Herrenknecht_95,10,2,"[6, 4]",6
Herrenknecht_96,10,1,[10],10
Herrenknecht_94,13,1,[13],13
Herrenknecht_97,12,1,[12],12
Herrenknecht_98,14,2,"[11, 3]",11
Hertie Waren- und Kaufhaus_0,14,2,"[9, 5]",9
Hetzner_1,22,1,[22],22
Hetzner_2,15,1,[15],15
Hetzner_0,25,2,"[17, 8]",17
Herrenknecht_99,13,2,"[8, 5]",8
Hetzner_4,16,1,[16],16
Hetzner_3,20,1,[20],20
Hill & Knowlton_0,6,2,"[3, 3]",3
Hetzner_5,22,1,[22],22
Hill & Knowlton_1,9,1,[9],9
Hetzner_6,22,1,[22],22
Hill & Knowlton_10,7,1,[7],7
Hill & Knowlton_13,6,2,"[3, 3]",3
Hill & Knowlton_11,14,2,"[8, 6]",8
Hill & Knowlton_12,14,2,"[10, 4]",10
Hill & Knowlton_14,14,2,"[8, 6]",8
Hill & Knowlton_15,10,1,[10],10
Hill & Knowlton_3,7,1,[7],7
Hill & Knowlton_2,8,2,"[4, 4]",4
Hill & Knowlton_4,8,2,"[4, 4]",4
Hill & Knowlton_7,7,1,[7],7
Hill & Knowlton_8,6,1,[6],6
Hill & Knowlton_5,9,1,[9],9
Hill & Knowlton_6,10,1,[10],10
HIRO LIFT_1,10,1,[10],10
Hill & Knowlton_9,16,2,"[12, 4]",12
HIRO LIFT_2,7,1,[7],7
HIRO LIFT_0,39,5,"[7, 7, 5, 11, 9]",11
Host Europe Group_1,20,4,"[5, 5, 5, 5]",5
Hostsharing eG_0,17,3,"[6, 5, 6]",6
HUK-Coburg-Lebensversicherung_0,21,1,[21],21
HUK-Coburg-Lebensversicherung_1,14,1,[14],14
HUK-Coburg-Lebensversicherung_10,11,1,[11],11
HUK-Coburg-Lebensversicherung_11,11,1,[11],11
HUK-Coburg-Lebensversicherung_12,15,1,[15],15
Host Europe Group_0,128,14,"[8, 15, 13, 9, 4, 8, 13, 10, 14, 7, 13, 5, 4, 5]",15
HUK-Coburg-Lebensversicherung_14,9,1,[9],9
HUK-Coburg-Lebensversicherung_13,36,1,[36],36
HUK-Coburg-Lebensversicherung_15,20,2,"[10, 10]",10
HUK-Coburg-Lebensversicherung_2,22,1,[22],22
HUK-Coburg-Lebensversicherung_4,10,1,[10],10
HUK-Coburg-Lebensversicherung_3,20,2,"[16, 4]",16
HUK-Coburg-Lebensversicherung_5,11,2,"[7, 4]",7
HUK-Coburg-Lebensversicherung_6,19,3,"[11, 4, 4]",11
HUK-Coburg-Lebensversicherung_7,14,1,[14],14
HUK-Coburg-Lebensversicherung_8,13,1,[13],13
HUK-Coburg-Lebensversicherung_9,12,1,[12],12
Hubert Burda Media Holding_0,193,26,"[7, 14, 5, 13, 8, 5, 11, 11, 10, 10, 5, 4, 4, 5, 4, 4, 4, 8, 8, 9, 9, 4, 4, 7, 10, 10]",14
HUK-Coburg-Rechtsschutzversicherung_1,14,1,[14],14
HUK-Coburg-Rechtsschutzversicherung_0,21,1,[21],21
HUK-Coburg-Rechtsschutzversicherung_10,11,1,[11],11
