,file,class_,fill,stroke,stroke_width,opacity,stroke_opacity
1387,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1388,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1389,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1390,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1391,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1392,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1393,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1394,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1395,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1396,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1397,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1398,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1399,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1400,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1401,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1402,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1403,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1404,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1405,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1406,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1407,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1408,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1409,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1410,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1411,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1412,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1413,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1414,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1415,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1416,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1417,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1418,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1419,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1420,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1421,Goldsteig Käsereien Bayerwald.svg,,#000000,#000000,0,1.0,1.0
1422,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1423,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1424,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1425,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1426,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1427,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1428,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1429,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1430,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1431,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1432,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1433,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1434,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1435,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1436,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1437,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1438,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1439,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1440,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1441,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1442,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1443,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1444,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1445,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1446,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1447,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1448,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1449,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1450,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1451,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1452,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1453,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1454,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1455,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1456,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1457,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1458,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1459,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1460,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1461,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1462,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1463,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1464,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1465,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1466,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1467,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1468,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1469,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1470,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1471,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1472,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1473,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1474,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1475,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1476,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1477,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1478,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1479,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1480,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1481,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1482,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1483,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1484,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1485,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1486,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1487,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1488,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1489,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1490,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1491,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1492,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1493,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1494,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1495,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1496,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1497,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1498,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1499,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1500,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1501,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1502,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1503,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1504,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1505,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1506,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1507,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1508,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1509,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1510,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1511,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1512,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1513,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1514,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1515,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1516,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1517,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1518,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1519,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1520,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1521,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1522,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1523,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1524,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1525,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1526,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1527,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1528,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1529,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1530,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1531,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1532,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1533,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1534,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1535,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1536,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1537,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1538,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1539,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1540,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1541,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1542,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1543,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1544,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1545,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1546,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1547,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1548,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1549,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1550,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1551,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1552,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1553,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1554,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1555,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1556,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1557,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1558,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1559,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1560,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1561,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1562,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1563,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1564,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1565,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1566,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1567,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1568,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1569,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1570,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1571,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1572,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1573,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1574,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1575,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1576,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1577,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1578,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1579,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1580,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1581,Greenpeace Energy.svg,,#000000,#000000,0,1.0,1.0
1582,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1583,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1584,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1585,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1586,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1587,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1588,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1589,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1590,Grimme Landmaschinenfabrik GmbH & Co. KG.svg,fil0,#000000,#000000,0,1.0,1.0
1591,Grohe.svg,,#152849,none,0,1,1.0
1592,Grohe.svg,,#ffffff,none,0,1,1.0
1593,Grohe.svg,,#ffffff,none,0,1,1.0
1594,Grohe.svg,,#ffffff,none,0,1,1.0
1595,Grohe.svg,,#ffffff,none,0,1,1.0
1596,Grohe.svg,,#ffffff,none,0,1,1.0
1597,Grohe.svg,,#ffffff,none,0,1,1.0
1598,Grohe.svg,,#ffffff,none,0,1,1.0
1599,Grohe.svg,,#ffffff,none,0,1,1.0
1600,Gruschwitz Textilwerke.svg,,#000000,#000000,0,1.0,1.0
1601,Gühring.svg,,#000000,#000000,0,1.0,1.0
1602,Gühring.svg,,#000000,#000000,0,1.0,1.0
1603,Gühring.svg,,#000000,#000000,0,1.0,1.0
1604,Gühring.svg,,#000000,#000000,0,1.0,1.0
1605,Gühring.svg,,#000000,#000000,0,1.0,1.0
1606,Gühring.svg,,#000000,#000000,0,1.0,1.0
1607,Gühring.svg,,#000000,#000000,0,1.0,1.0
1608,Gühring.svg,,#000000,#000000,0,1.0,1.0
1609,Gühring.svg,,#000000,none,0,1,1.0
1610,Gühring.svg,,#000000,none,0,1,1.0
1611,Gühring.svg,,#000000,none,0,1,1.0
1612,Gühring.svg,,#000000,none,0,1,1.0
1613,Gühring.svg,,#000000,none,0,1,1.0
1614,Gühring.svg,,#000000,none,0,1,1.0
1615,Gühring.svg,,#000000,none,0,1,1.0
1616,Gühring.svg,,#000000,none,0,1,1.0
1617,Gühring.svg,,#000000,none,0,1,1.0
1618,H. von Allwörden GmbH.svg,,#000000,#000000,0,1.0,1.0
1619,H. von Allwörden GmbH.svg,,#000000,#000000,0,1.0,1.0
1620,H. von Allwörden GmbH.svg,,#e31836,none,3.34997725,1,1.0
1621,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1622,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1623,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1624,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1625,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1626,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1627,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1628,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1629,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1630,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1631,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1632,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1633,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1634,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1635,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1636,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1637,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1638,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1639,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1640,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1641,H. von Allwörden GmbH.svg,,#ffffff,none,1.45723951,1,1
1642,Haema.svg,,#ed1639,none,0,1,1.0
1643,Haema.svg,,#ed1639,none,0,1,1.0
1644,Haema.svg,,#ed1639,none,0,1,1.0
1645,Haema.svg,,#ed1639,none,0,1,1.0
1646,Haema.svg,,#ed1639,none,0,1,1.0
1647,Haema.svg,,#ed1639,none,0,1,1.0
1648,Haema.svg,,#ed1639,none,0,1,1.0
1649,Haema.svg,,#ed1639,none,0,1,1.0
1650,Hamburger Feuerkasse.svg,,#000000,#000000,0,1.0,1.0
1651,Hamburger Feuerkasse.svg,,#000000,#000000,0,1.0,1.0
1652,Hamburger Feuerkasse.svg,,#000000,#000000,0,1.0,1.0
1653,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1654,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1655,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1656,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1657,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1658,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1659,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1660,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1661,Hannover Rück SE.svg,fil1,#174489,#000000,0,1.0,1.0
1662,Hannover Rück SE.svg,fil1,#174489,#000000,0,1.0,1.0
1663,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1664,Hannover Rück SE.svg,fil0,#1f1a17,#000000,0,1.0,1.0
1665,Hannoversche.svg,,#3fb8e4,none,0,1,1.0
1666,Hannoversche.svg,,#01549f,none,0,1,1.0
1667,Hannoversche.svg,,#3fb8e4,none,0,1,1.0
1668,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1669,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1670,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1671,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1672,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1673,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1674,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1675,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1676,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1677,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1678,Hansa-Flex.svg,,#000000,#000000,0,1.0,1.0
1679,Hansgrohe SE.svg,,#ffffff,none,0,1,1.0
1680,Hansgrohe SE.svg,,#00ab8e,none,0,1,1.0
1681,Hanwha Q Cells.svg,,#000000,#000000,0,1.0,1.0
1682,Hanwha Q Cells.svg,,#000000,#000000,0,1.0,1.0
1683,Harpen AG.svg,,#41494c,none,0,1,1.0
1684,Harpen AG.svg,,#41494c,none,0,1,1.0
1685,Harpen AG.svg,,#41494c,none,0,1,1.0
1686,Harpen AG.svg,,#41494c,none,0,1,1.0
1687,Harpen AG.svg,,#c40109,none,0,1,1.0
1688,Harpen AG.svg,,#41494c,none,0,1,1.0
1689,Harpen AG.svg,,#41494c,none,0,1,1.0
1690,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1691,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1692,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1693,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1694,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1695,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1696,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1697,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1698,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1699,HAWE Hydraulik SE.svg,,#db0031,none,0,1,1.0
1700,HAWE Hydraulik SE.svg,,none,#db0031,0.79699999,1,1
1701,HDI-Gerling.svg,,#e60018,none,0,1,1.0
1702,HDI-Gerling.svg,,#009c33,none,0,1,1.0
1703,HDI-Gerling.svg,,#009c33,none,0,1,1.0
1704,Heidelberger Lebensversicherung.svg,,#552501,none,0,1,1.0
1705,Heidelberger Lebensversicherung.svg,,#2db2ea,none,0,1,1.0
1706,Heidelberger Lebensversicherung.svg,,none,#ffffff,0.76624995,1,1
1707,Heidelberger Lebensversicherung.svg,,#ffffff,none,0,1,1.0
1708,Heidelberger Lebensversicherung.svg,,#ffffff,none,0,1,1.0
1709,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1710,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1711,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1712,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1713,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1714,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1715,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1716,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1717,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1718,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1719,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1720,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1721,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1722,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1723,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1724,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1725,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1726,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1727,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1728,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1729,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1730,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1731,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1732,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1733,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1734,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1735,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1736,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1737,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1738,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1739,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1740,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1741,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1742,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1743,Heine + Beisswenger.svg,,#000000,#000000,0,1.0,1.0
1744,HellermannTyton.svg,,#000000,#000000,0,1.0,1.0
1745,HellermannTyton.svg,,#000000,#000000,0,1.0,1.0
1746,HellermannTyton.svg,,#000000,#000000,0,1.0,1.0
1747,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1748,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1749,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1750,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1751,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1752,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1753,HellermannTyton.svg,,#005aaa,#005aaa,0.219,1,1
1754,HellermannTyton.svg,,#ed1c24,#ed1c24,0.219,1,1
1755,HellermannTyton.svg,,#ed1c24,#ed1c24,0.219,1,1
1756,HellermannTyton.svg,,#ed1c24,#ed1c24,0.219,1,1
1757,HellermannTyton.svg,,#ed1c24,none,0,1,1.0
1758,HellermannTyton.svg,,none,#ed1c24,0.219,1,1
1759,HellermannTyton.svg,,#ed1c24,#ed1c24,0.219,1,1
1760,HellermannTyton.svg,,#005aaa,none,0,1,1.0
1761,HellermannTyton.svg,,none,#005aaa,0.219,1,1
1762,HellermannTyton.svg,,#005aaa,none,0,1,1.0
1763,HellermannTyton.svg,,none,#005aaa,0.219,1,1
1764,HellermannTyton.svg,,#005aaa,none,0,1,1.0
1765,HellermannTyton.svg,,none,#005aaa,0.219,1,1
1766,hema.svg,,#E3191C,#000000,0,1.0,1.0
1767,hema.svg,,#FFFFFF,#000000,0,1.0,1.0
1768,hema.svg,,#FFFFFF,#000000,0,1.0,1.0
1769,hema.svg,,#FFFFFF,#000000,0,1.0,1.0
1770,hema.svg,,#FFFFFF,#000000,0,1.0,1.0
1771,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
1772,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
1773,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
1774,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
1775,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
1776,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
1777,Henschel & Sohn.svg,,#000000,#000000,0,1.0,1.0
