,filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg,nr_commands
3083,logo_34,69,-13.918329,2.9248168,-0.08003939,1.8087536,-0.57469046,0.1471986,0.51065326,0.045284394,-0.048546102,0.17153493,-0.037225388,-0.14653513,-0.13893513,0.16236256,-0.08514951,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.016739890324856486,0.006144635260753117,0.034842702754706086,0.016622026154088528,138,5
3084,logo_34,71,-13.957762,2.0465014,-0.305447,1.9854864,-0.55105764,0.013330501,0.13983777,-0.26046732,-0.08514921,0.07724915,0.009612783,-0.061617997,-0.24131782,0.17504735,-0.09018652,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.005339447776031814,0.042894280762564976,-0.01740531699964724,0.034602962029305157,138,5
3085,logo_34,70,-9.726358,-0.69388425,-0.6806609,-1.1404489,0.6178979,-0.055906836,0.086676046,0.3372633,-0.15102229,0.13190457,-0.13335216,0.12660354,0.16434833,-0.0033969674,-0.13207954,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.02284898823076676,0.07125413581219471,-0.01612256678318314,0.027906885142587,138,4
3086,logo_34,72,-11.364198,1.7780815,-0.049179286,-0.2788987,-0.1876899,-0.1055329,0.33911294,0.18965364,-0.21685791,0.051248055,-0.014856887,-0.038669813,0.2227405,-0.016876198,-0.057020392,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.004201006958919925,0.038010083504017605,-0.013324567873520824,0.048231447928154994,138,5
3087,logo_34,73,-11.101448,0.46315014,-0.3519368,-0.39437306,-0.21944058,-0.1569211,0.26089048,0.22869523,-0.25732577,-0.059930865,-0.016445905,0.019382237,0.23487838,-0.0021837652,-0.08595957,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.005179103998973803,0.024224042854892082,-0.007496071577462076,0.057921065070111806,138,5
3088,logo_34,75,-13.187368,5.3654184,0.4774592,1.5908474,-0.7253581,0.046923187,0.55739456,-0.029879695,-0.20721917,0.17122494,0.021981489,-0.094496846,0.10580361,0.09858064,0.035278004,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.004201006958919925,0.03801008350401762,-0.010935445595356443,0.05311564518670234,138,5
3089,logo_34,74,-13.21234,5.181675,0.4703597,1.5530682,-0.75251824,0.041510083,0.5297146,-0.029579643,-0.19056846,0.15675972,0.032400724,-0.14638422,0.1213271,0.10903182,0.02220882,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.005195138376679602,0.02371198991649599,-0.003190841163454447,0.07082086024893643,138,5
3090,logo_34,77,-13.763656,5.6255083,0.44264814,2.1596682,-0.74533695,0.14126427,0.56603396,-0.06211084,-0.114907034,0.2510458,-0.00072952255,-0.10511412,0.014946766,0.16695835,0.0023170875,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.014046114870281885,0.014967701276193481,-0.00684667928037713,0.03403182605955565,138,5
3091,logo_34,76,-14.19346,-0.26349318,-0.9290432,2.1707,-0.5347344,-0.014724739,0.354622,-0.08490706,-0.1716864,0.016073516,-0.12951331,-0.08497174,-0.4393989,0.1358739,-0.10933093,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.01346887727287304,0.007798960138648175,-0.010470448641888206,0.022333385851583405,138,5
3092,logo_34,78,-6.902222,5.793153,1.0373213,-1.7496406,-0.15893415,-0.2929226,0.2636038,0.35826263,0.03317815,-0.16911228,-0.05428414,-0.022818463,0.17800125,0.19242527,0.09613736,0,1.0,1.0,0,144,54,0,0,0,10.567164179104477,-10.567164179104477,146.08955223880596,-2.0895522388059646,61.52238805970149,-7.522388059701491,0.0,0.0,0.0,0.0,0.0,0.0,0.007840810698136807,0.018315739719552544,-0.0050267774107686895,0.056975736568457475,138,5
