an_vec_0,an_vec_1,an_vec_2,an_vec_3,an_vec_4,an_vec_5,an_vec_6,an_vec_7,an_vec_8,an_vec_9,an_vec_10,an_vec_11,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,fill_r,fill_g,fill_b,svg_fill_r,svg_fill_g,svg_fill_b,diff_fill_r,diff_fill_g,diff_fill_b,rel_height,rel_width,rel_x_position,rel_y_position,nr_paths_svg,rating_0,rating_1,rating_2,rating_3
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.36995516654807925,-1.0,-1.0,9.147661,1.5247699,9.491141,-3.86013,2.0708404,5.6540756,3.5075314,-0.30837417,-0.121329546,-0.13030675,167.0,167.0,167.0,24.541666666666668,24.541666666666668,24.541666666666668,142.45833333333334,142.45833333333334,142.45833333333334,0.3957986133333333,0.3959924669153534,0.5015088136565641,0.6048611111111111,24.0,1,0,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.23604808973743452,0.1031660342307158,-8.691539,5.5180206,0.3184519,-3.2026157,0.21025564,1.1415064,-0.6599824,-1.5181806,0.2622811,0.36160135,0.0,0.0,0.0,24.541666666666668,24.541666666666668,24.541666666666668,-24.541666666666668,-24.541666666666668,-24.541666666666668,0.0901388888888889,0.0356440117237643,0.0248396377996992,-0.0450694444444444,24.0,1,1,1,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12.980438,4.639808,-1.0262893,1.5293572,1.860201,-2.6823142,3.155013,-0.36760017,0.6207919,-0.5975531,0.0,0.0,0.0,24.541666666666668,24.541666666666668,24.541666666666668,-24.541666666666668,-24.541666666666668,-24.541666666666668,0.091875,0.0547514254158407,0.0338374926110589,-0.0449652777777777,24.0,1,1,1,0
1,0,0,0,0,0,0.396058242610681,0.15497227080241027,-1.0,-1.0,-1.0,-1.0,-9.402801,3.5100324,4.239396,-5.0631237,2.2133162,0.63858634,-0.05114825,0.13548906,0.9705172,0.60258615,0.0,0.0,0.0,24.541666666666668,24.541666666666668,24.541666666666668,-24.541666666666668,-24.541666666666668,-24.541666666666668,0.0901388888888889,0.0122982262672637,0.0138615601147972,-0.0450694444444444,24.0,1,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.401122,1.7443686,9.253009,-3.9227793,2.0277584,5.604469,3.4671576,-0.30960435,-0.14217755,-0.14508383,167.0,167.0,167.0,24.541666666666668,24.541666666666668,24.541666666666668,142.45833333333334,142.45833333333334,142.45833333333334,0.3957812488888889,0.3959924669153534,0.5015088136565641,0.5408940955555556,24.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.147661,1.5247699,9.491141,-3.86013,2.0708404,5.6540756,3.5075314,-0.30837417,-0.121329546,-0.13030675,167.0,167.0,167.0,24.541666666666668,24.541666666666668,24.541666666666668,142.45833333333334,142.45833333333334,142.45833333333334,0.3957986133333333,0.3959924669153534,0.5015088136565641,0.6048611111111111,24.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.7951935655656966,-1.0,-1.0,-1.0,9.401122,1.7443686,9.253009,-3.9227793,2.0277584,5.604469,3.4671576,-0.30960435,-0.14217755,-0.14508383,167.0,167.0,167.0,24.541666666666668,24.541666666666668,24.541666666666668,142.45833333333334,142.45833333333334,142.45833333333334,0.3957812488888889,0.3959924669153534,0.5015088136565641,0.5408940955555556,24.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.147661,1.5247699,9.491141,-3.86013,2.0708404,5.6540756,3.5075314,-0.30837417,-0.121329546,-0.13030675,167.0,167.0,167.0,24.541666666666668,24.541666666666668,24.541666666666668,142.45833333333334,142.45833333333334,142.45833333333334,0.3957986133333333,0.3959924669153534,0.5015088136565641,0.6048611111111111,24.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.8444218515250481,0.7579544029403025,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,0,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.420571580830845,0.25891675029296335,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,1,1,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.13436424411240122,-1.0,-1.0,-1.0,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
1,0,0,0,0,0,0.8474337369372327,0.763774618976614,-1.0,-1.0,-1.0,-1.0,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,0,0,0
1,0,0,0,0,0,0.9560342718892494,0.9478274870593494,-1.0,-1.0,-1.0,-1.0,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.05655136772680869,-1.0,-1.0,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,1
0,1,0,0,0,0,-1.0,-1.0,0.08487199515892163,-1.0,-1.0,-1.0,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,1,1,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.23796462709189137,0.5442292252959519,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,1,1,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.23604808973743452,0.1031660342307158,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,0,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.396058242610681,-1.0,-1.0,-1.0,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,0,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,1,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.6229016948897019,0.7417869892607294,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.793340083761663,-1.0,-1.0,-1.0,7.65477,3.3826814,8.238681,-0.11385411,-1.7888106,7.396573,7.3197775,1.4526463,1.6577839,0.94748724,221.0,41.0,37.0,19.714285714285715,14.428571428571429,19.214285714285715,201.28571428571428,26.57142857142857,17.785714285714285,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,1,0,0,0
1,0,0,0,0,0,0.8219540423197268,0.4850346279309453,-1.0,-1.0,-1.0,-1.0,4.634953,8.2381115,4.731427,2.053052,1.2908801,0.7874114,5.347278,2.2193933,1.6632442,5.170053,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.8062326400000002,0.806662896062918,0.4989553672605554,0.4998003466666666,28.0,0,0,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.2616214829446579,0.00045171488507100843,6.3661227,0.031071227,9.023221,-0.28441456,-0.606845,3.4760356,2.2791612,1.678278,-3.0358913,-1.6112608,38.0,54.0,123.0,19.714285714285715,14.428571428571429,19.214285714285715,18.285714285714285,39.57142857142857,103.78571428571428,0.2538541644444445,0.8539971697793121,0.5012048315192472,0.5004513888888888,28.0,1,0,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.8444218515250481,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,1,1,1
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,1,1,1
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0646143,5.6634955,-3.864765,-6.631259,0.18368964,0.25206578,-0.17840691,0.98595184,0.036420073,-0.20282583,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151683,0.0487746110422691,0.7317740603056587,0.1592070534059639,21.0,1,1,1,1
0,1,0,0,0,0,-1.0,-1.0,0.13436424411240122,-1.0,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,1,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.8474337369372327,-1.0,-1.0,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,1,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.763774618976614,-1.0,-1.0,5.0646143,5.6634955,-3.864765,-6.631259,0.18368964,0.25206578,-0.17840691,0.98595184,0.036420073,-0.20282583,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151683,0.0487746110422691,0.7317740603056587,0.1592070534059639,21.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.9560342718892494,-1.0,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.9478274870593494,-1.0,-1.0,-1.0,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,1,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.05655136772680869,0.08487199515892163,5.0646143,5.6634955,-3.864765,-6.631259,0.18368964,0.25206578,-0.17840691,0.98595184,0.036420073,-0.20282583,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151683,0.0487746110422691,0.7317740603056587,0.1592070534059639,21.0,1,1,0,0
1,0,0,0,0,0,0.23796462709189137,0.5442292252959519,-1.0,-1.0,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,1,1,0
1,0,0,0,0,0,0.36995516654807925,0.6039200385961945,-1.0,-1.0,-1.0,-1.0,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,1,1,0
1,0,0,0,0,0,0.625720304108054,0.06552885923981311,-1.0,-1.0,-1.0,-1.0,5.0646143,5.6634955,-3.864765,-6.631259,0.18368964,0.25206578,-0.17840691,0.98595184,0.036420073,-0.20282583,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151683,0.0487746110422691,0.7317740603056587,0.1592070534059639,21.0,1,1,1,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.23604808973743452,0.1031660342307158,-3.5983267,-7.3404713,-1.374455,3.478413,-2.7686431,0.856193,0.3863555,0.36515906,1.1734887,0.001144638,135.0,136.0,138.0,170.04761904761904,49.142857142857146,58.0,-35.04761904761904,86.85714285714286,80.0,0.4910990060088731,0.1223323695442654,0.0949676442241497,0.4929241309597348,21.0,1,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.599782,0.9355072,-3.8891852,-4.0505133,-0.77060276,-0.9293222,3.2407749,-0.55792755,0.3347169,-0.40644228,135.0,136.0,138.0,170.04761904761904,49.142857142857146,58.0,-35.04761904761904,86.85714285714286,80.0,0.3658111978435447,0.103004956629492,0.3576776125567946,0.5555680350423989,21.0,1,0,0,0
1,0,0,0,0,0,0.396058242610681,0.15497227080241027,-1.0,-1.0,-1.0,-1.0,3.9194543,-4.8770814,-5.7201796,4.498367,-0.55146444,2.53249,0.77745444,-0.84902334,0.07752619,0.094712906,135.0,136.0,138.0,170.04761904761904,49.142857142857146,58.0,-35.04761904761904,86.85714285714286,80.0,0.3588041555296667,0.0759155996144844,0.2369974528431777,0.551939529468277,21.0,1,0,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.06651509567958991,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,1,1,1
0,1,0,0,0,0,-1.0,-1.0,0.40159101448507484,-1.0,-1.0,-1.0,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,1,1,1
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0646143,5.6634955,-3.864765,-6.631259,0.18368964,0.25206578,-0.17840691,0.98595184,0.036420073,-0.20282583,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151683,0.0487746110422691,0.7317740603056587,0.1592070534059639,21.0,1,1,1,1
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.6229016948897019,-1.0,-1.0,-1.0,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,1,0,0
1,0,0,0,0,0,0.7417869892607294,0.7951935655656966,-1.0,-1.0,-1.0,-1.0,5.0646143,5.6634955,-3.864765,-6.631259,0.18368964,0.25206578,-0.17840691,0.98595184,0.036420073,-0.20282583,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151683,0.0487746110422691,0.7317740603056587,0.1592070534059639,21.0,0,0,0,0
0,1,0,0,0,0,-1.0,-1.0,0.793340083761663,-1.0,-1.0,-1.0,-3.5983267,-7.3404713,-1.374455,3.478413,-2.7686431,0.856193,0.3863555,0.36515906,1.1734887,0.001144638,135.0,136.0,138.0,170.04761904761904,49.142857142857146,58.0,-35.04761904761904,86.85714285714286,80.0,0.4910990060088731,0.1223323695442654,0.0949676442241497,0.4929241309597348,21.0,0,0,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.8219540423197268,-1.0,-1.0,4.6184826,3.3077068,-3.289454,-6.272677,-0.16978101,0.068238586,-0.1504756,0.9003204,-0.0026679016,-0.045777574,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151682,0.0487746110422691,0.7317740603056587,0.3979895546695119,21.0,1,0,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.4850346279309453,0.2616214829446579,11.565894,7.389077,-3.1824305,-6.8345666,1.3553565,-0.1913306,-0.43795085,1.2378302,0.527878,-0.35423824,181.0,22.0,33.0,170.04761904761904,49.142857142857146,58.0,10.952380952380963,-27.142857142857142,-25.0,0.1591508957151681,0.0487746110422691,0.7317740603056587,0.6367720559330599,21.0,1,0,0,0
