filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,href,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg
logo_127,86,9.519797,3.263091,-2.7165241,-6.1821876,0.055612105999999994,-0.48694012,-0.3437343,1.0024403,0.08881933,-0.10015322,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459263,0.04496017972588446,0.5122009981070382,0.3474925579138572,194
logo_127,87,8.390399,2.55269,-2.7018774,-6.0258946,-0.2339748,-0.5643,-0.33952168,1.0686022,-0.057832994000000006,-0.1160184,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459263,0.04496017972588477,0.5122009981070382,0.4149328275026841,194
logo_127,9,18.496942999999998,9.717329,-3.077775,-3.4901602,1.835494,-0.9264014000000002,-0.8593497,1.1097614,0.61891127,-0.551723,,0.0,1.0,1.0,112,111,111,0,0,0,32.71649484536083,79.28350515463917,67.5,43.5,124.80927835051548,-13.80927835051547,0.0,0.0,0.0,0.0,0.0,0.0,0.011461366947336396,0.1855337286740236,0.8766479094244507,0.9072321980401687,194
logo_127,88,5.803866999999999,0.6487594,-2.3618124,-5.7207574999999995,-0.55560076,-0.42431495,-0.18810970000000002,0.99981457,-0.14682715,0.0054371594,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459457,0.04496017972588461,0.5440199621407675,0.07762199860142563,194
logo_127,89,0.5050153000000001,0.5084172,-2.1695127,-5.516936,-0.8786200999999999,-0.055285245,-0.14319289999999998,0.8916870000000001,-0.42839798,-0.027627116,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459457,0.044960179725884536,0.5440199621407675,0.14509876184262727,194
logo_127,90,13.777073000000001,2.092266,-1.3054389,-5.8599215,0.8874029,-0.7568744000000001,-0.519579,1.1342758999999998,0.28928918,-0.18608962,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459457,0.04496027858096117,0.5440199621407675,0.21257547565629056,194
logo_127,92,5.9505057,-1.041899,-1.5738738,-5.4756784000000005,-0.5527516,-0.46312836,-0.14516696,0.9973363000000001,-0.020206084,0.071152724,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459457,0.04496017972588446,0.5440199621407675,0.3474925579138572,194
logo_127,91,3.9888778,3.4232693,-3.3438032,-6.0799923,-0.65352404,-0.16544741,-0.24893795,0.8593958,-0.24185696,-0.04666865,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459457,0.044960179725884564,0.5440199621407675,0.2800157946726555,194
logo_127,93,5.4865804,-2.4390273,-0.93463486,-5.209607,-0.55733794,-0.47079778,-0.1288934,0.99795043,0.00449263,0.09406292,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194459457,0.04496017972588477,0.5440199621407675,0.4149328275026841,194
logo_127,94,6.385925299999999,4.8629017,-3.6144705000000004,-6.2968774000000005,-0.37329650000000003,-0.27811379999999997,-0.37165844,0.9334200999999999,-0.13900518,-0.17132676,,0.0,1.0,1.0,155,28,24,0,0,0,32.71649484536083,122.28350515463914,67.5,-39.5,124.80927835051548,-100.80927835051548,0.0,0.0,0.0,0.0,0.0,0.0,0.021201170194458867,0.044960179725884536,0.5758217174324556,0.14509876184262727,194
